"Date","Visit","Home","DH","Rain","Away_Score","Home_Score"
2017-05-13,"MIN","CHA",NA,NA,NA,NA
2017-05-13,"CLE","TOR",NA,NA,NA,NA
2017-05-13,"DET","ARI",NA,NA,NA,NA
2017-05-13,"ATL","HOU",NA,NA,NA,NA
2017-05-13,"KC","TB",NA,NA,NA,NA
2017-05-13,"LAA","OAK",NA,NA,NA,NA
2017-05-13,"SEA","PHI",NA,NA,NA,NA
2017-05-13,"SD","TEX",NA,NA,NA,NA
2017-05-13,"CHN","COL",NA,NA,NA,NA
2017-05-13,"PIT","LAN",NA,NA,NA,NA
2017-05-13,"STL","MIA",NA,NA,NA,NA
2017-05-13,"SF","NYN",NA,NA,NA,NA
2017-05-14,"BAL","WAS",NA,NA,NA,NA
2017-05-14,"BOS","MIL",NA,NA,NA,NA
2017-05-14,"MIN","CHA",NA,NA,NA,NA
2017-05-14,"DET","LAA",NA,NA,NA,NA
2017-05-14,"HOU","NYA",NA,NA,NA,NA
2017-05-14,"KC","TB",NA,NA,NA,NA
2017-05-14,"SEA","TOR",NA,NA,NA,NA
2017-05-14,"SD","TEX",NA,NA,NA,NA
2017-05-14,"PIT","ARI",NA,NA,NA,NA
2017-05-14,"CIN","SF",NA,NA,NA,NA
2017-05-14,"LAN","COL",NA,NA,NA,NA
2017-05-15,"BAL","KC",NA,NA,NA,NA
2017-05-15,"TB","BOS",NA,NA,NA,NA
2017-05-15,"SD","CHA",NA,NA,NA,NA
2017-05-15,"MIN","CLE",NA,NA,NA,NA
2017-05-15,"DET","LAA",NA,NA,NA,NA
2017-05-15,"HOU","NYA",NA,NA,NA,NA
2017-05-15,"OAK","TEX",NA,NA,NA,NA
2017-05-15,"SEA","TOR",NA,NA,NA,NA
2017-05-15,"PIT","ARI",NA,NA,NA,NA
2017-05-15,"ATL","MIA",NA,NA,NA,NA
2017-05-15,"CHN","STL",NA,NA,NA,NA
2017-05-15,"CIN","SF",NA,NA,NA,NA
2017-05-15,"LAN","COL",NA,NA,NA,NA
2017-05-15,"NYN","MIL",NA,NA,NA,NA
2017-05-15,"PHI","WAS",NA,NA,NA,NA
2017-05-16,"BAL","KC",NA,NA,NA,NA
2017-05-16,"TB","BOS",NA,NA,NA,NA
2017-05-16,"SD","CHA",NA,NA,NA,NA
2017-05-16,"MIN","CLE",NA,NA,NA,NA
2017-05-16,"DET","LAA",NA,NA,NA,NA
2017-05-16,"HOU","NYA",NA,NA,NA,NA
2017-05-16,"OAK","TEX",NA,NA,NA,NA
2017-05-16,"SEA","TOR",NA,NA,NA,NA
2017-05-16,"PIT","ARI",NA,NA,NA,NA
2017-05-16,"ATL","MIA",NA,NA,NA,NA
2017-05-16,"CHN","STL",NA,NA,NA,NA
2017-05-16,"CIN","SF",NA,NA,NA,NA
2017-05-16,"LAN","COL",NA,NA,NA,NA
2017-05-16,"NYN","MIL",NA,NA,NA,NA
2017-05-16,"PHI","WAS",NA,NA,NA,NA
2017-05-17,"BAL","KC",NA,NA,NA,NA
2017-05-17,"TB","BOS",NA,NA,NA,NA
2017-05-17,"SD","CHA",NA,NA,NA,NA
2017-05-17,"MIN","CLE",NA,NA,NA,NA
2017-05-17,"DET","LAA",NA,NA,NA,NA
2017-05-17,"HOU","NYA",NA,NA,NA,NA
2017-05-17,"OAK","TEX",NA,NA,NA,NA
2017-05-17,"SEA","TOR",NA,NA,NA,NA
2017-05-17,"PIT","ARI",NA,NA,NA,NA
2017-05-17,"ATL","MIA",NA,NA,NA,NA
2017-05-17,"CHN","STL",NA,NA,NA,NA
2017-05-17,"CIN","SF",NA,NA,NA,NA
2017-05-17,"LAN","COL",NA,NA,NA,NA
2017-05-17,"NYN","MIL",NA,NA,NA,NA
2017-05-17,"PHI","WAS",NA,NA,NA,NA
2017-05-18,"CHA","LAA",NA,NA,NA,NA
2017-05-18,"TB","CLE",NA,NA,NA,NA
2017-05-18,"HOU","MIA",NA,NA,NA,NA
2017-05-18,"OAK","SEA",NA,NA,NA,NA
2017-05-18,"ATL","TOR",NA,NA,NA,NA
2017-05-18,"NYN","ARI",NA,NA,NA,NA
2017-05-18,"LAN","SF",NA,NA,NA,NA
2017-05-18,"MIL","SD",NA,NA,NA,NA
2017-05-19,"BAL","DET",NA,NA,NA,NA
2017-05-19,"BOS","STL",NA,NA,NA,NA
2017-05-19,"CHA","LAA",NA,NA,NA,NA
2017-05-19,"TB","CLE",NA,NA,NA,NA
2017-05-19,"HOU","MIA",NA,NA,NA,NA
2017-05-19,"NYA","KC",NA,NA,NA,NA
2017-05-19,"COL","MIN",NA,NA,NA,NA
2017-05-19,"OAK","SEA",NA,NA,NA,NA
2017-05-19,"PHI","TEX",NA,NA,NA,NA
2017-05-19,"ATL","TOR",NA,NA,NA,NA
2017-05-19,"NYN","ARI",NA,NA,NA,NA
2017-05-19,"CIN","CHN",NA,NA,NA,NA
2017-05-19,"LAN","SF",NA,NA,NA,NA
2017-05-19,"MIL","SD",NA,NA,NA,NA
2017-05-19,"WAS","PIT",NA,NA,NA,NA
2017-05-20,"BAL","DET",NA,NA,NA,NA
2017-05-20,"BOS","STL",NA,NA,NA,NA
2017-05-20,"CHA","LAA",NA,NA,NA,NA
2017-05-20,"TB","CLE",NA,NA,NA,NA
2017-05-20,"HOU","MIA",NA,NA,NA,NA
2017-05-20,"NYA","KC",NA,NA,NA,NA
2017-05-20,"COL","MIN",NA,NA,NA,NA
2017-05-20,"OAK","SEA",NA,NA,NA,NA
2017-05-20,"PHI","TEX",NA,NA,NA,NA
2017-05-20,"TOR","ATL",NA,NA,NA,NA
2017-05-20,"NYN","ARI",NA,NA,NA,NA
2017-05-20,"CIN","CHN",NA,NA,NA,NA
2017-05-20,"LAN","SF",NA,NA,NA,NA
2017-05-20,"MIL","SD",NA,NA,NA,NA
2017-05-20,"WAS","PIT",NA,NA,NA,NA
2017-05-21,"BAL","DET",NA,NA,NA,NA
2017-05-21,"BOS","OAK",NA,NA,NA,NA
2017-05-21,"CHA","SEA",NA,NA,NA,NA
2017-05-21,"NYA","KC",NA,NA,NA,NA
2017-05-21,"COL","MIN",NA,NA,NA,NA
2017-05-21,"PHI","TEX",NA,NA,NA,NA
2017-05-21,"TOR","ATL",NA,NA,NA,NA
2017-05-21,"CIN","CHN",NA,NA,NA,NA
2017-05-21,"MIA","LAN",NA,NA,NA,NA
2017-05-21,"MIL","SD",NA,NA,NA,NA
2017-05-21,"WAS","PIT",NA,NA,NA,NA
2017-05-22,"TOR","BAL",NA,NA,NA,NA
2017-05-22,"BOS","OAK",NA,NA,NA,NA
2017-05-22,"CHA","SEA",NA,NA,NA,NA
2017-05-22,"CLE","HOU",NA,NA,NA,NA
2017-05-22,"TEX","DET",NA,NA,NA,NA
2017-05-22,"KC","MIN",NA,NA,NA,NA
2017-05-22,"LAA","NYN",NA,NA,NA,NA
2017-05-22,"NYA","TB",NA,NA,NA,NA
2017-05-22,"ARI","SD",NA,NA,NA,NA
2017-05-22,"WAS","ATL",NA,NA,NA,NA
2017-05-22,"MIL","CHN",NA,NA,NA,NA
2017-05-22,"COL","CIN",NA,NA,NA,NA
2017-05-22,"MIA","LAN",NA,NA,NA,NA
2017-05-22,"PHI","PIT",NA,NA,NA,NA
2017-05-22,"SF","STL",NA,NA,NA,NA
2017-05-23,"TOR","BAL",NA,NA,NA,NA
2017-05-23,"BOS","OAK",NA,NA,NA,NA
2017-05-23,"CHA","SEA",NA,NA,NA,NA
2017-05-23,"CLE","HOU",NA,NA,NA,NA
2017-05-23,"TEX","DET",NA,NA,NA,NA
2017-05-23,"KC","MIN",NA,NA,NA,NA
2017-05-23,"LAA","NYN",NA,NA,NA,NA
2017-05-23,"NYA","TB",NA,NA,NA,NA
2017-05-23,"ARI","SD",NA,NA,NA,NA
2017-05-23,"WAS","ATL",NA,NA,NA,NA
2017-05-23,"MIL","CHN",NA,NA,NA,NA
2017-05-23,"COL","CIN",NA,NA,NA,NA
2017-05-23,"MIA","LAN",NA,NA,NA,NA
2017-05-23,"PHI","PIT",NA,NA,NA,NA
2017-05-23,"SF","STL",NA,NA,NA,NA
2017-05-24,"TOR","BAL",NA,NA,NA,NA
2017-05-24,"BOS","OAK",NA,NA,NA,NA
2017-05-24,"CHA","SEA",NA,NA,NA,NA
2017-05-24,"CLE","HOU",NA,NA,NA,NA
2017-05-24,"TEX","DET",NA,NA,NA,NA
2017-05-24,"KC","MIN",NA,NA,NA,NA
2017-05-24,"LAA","NYN",NA,NA,NA,NA
2017-05-24,"NYA","TB",NA,NA,NA,NA
2017-05-24,"ARI","SD",NA,NA,NA,NA
2017-05-24,"WAS","ATL",NA,NA,NA,NA
2017-05-24,"MIL","CHN",NA,NA,NA,NA
2017-05-24,"COL","CIN",NA,NA,NA,NA
2017-05-24,"MIA","LAN",NA,NA,NA,NA
2017-05-24,"PHI","PIT",NA,NA,NA,NA
2017-05-24,"SF","STL",NA,NA,NA,NA
2017-05-25,"MIN","BAL",NA,NA,NA,NA
2017-05-25,"CHA","ARI",NA,NA,NA,NA
2017-05-25,"CLE","CIN",NA,NA,NA,NA
2017-05-25,"DET","HOU",NA,NA,NA,NA
2017-05-25,"KC","NYA",NA,NA,NA,NA
2017-05-25,"LAA","TB",NA,NA,NA,NA
2017-05-25,"PIT","ATL",NA,NA,NA,NA
2017-05-25,"SF","CHN",NA,NA,NA,NA
2017-05-25,"COL","PHI",NA,NA,NA,NA
2017-05-26,"MIN","BAL",NA,NA,NA,NA
2017-05-26,"TEX","BOS",NA,NA,NA,NA
2017-05-26,"CHA","ARI",NA,NA,NA,NA
2017-05-26,"CLE","CIN",NA,NA,NA,NA
2017-05-26,"DET","HOU",NA,NA,NA,NA
2017-05-26,"KC","NYA",NA,NA,NA,NA
2017-05-26,"LAA","TB",NA,NA,NA,NA
2017-05-26,"MIA","OAK",NA,NA,NA,NA
2017-05-26,"SEA","WAS",NA,NA,NA,NA
2017-05-26,"TOR","MIL",NA,NA,NA,NA
2017-05-26,"PIT","ATL",NA,NA,NA,NA
2017-05-26,"SF","CHN",NA,NA,NA,NA
2017-05-26,"COL","PHI",NA,NA,NA,NA
2017-05-26,"STL","LAN",NA,NA,NA,NA
2017-05-26,"SD","NYN",NA,NA,NA,NA
2017-05-27,"MIN","BAL",NA,NA,NA,NA
2017-05-27,"TEX","BOS",NA,NA,NA,NA
2017-05-27,"CHA","ARI",NA,NA,NA,NA
2017-05-27,"CIN","CLE",NA,NA,NA,NA
2017-05-27,"DET","HOU",NA,NA,NA,NA
2017-05-27,"KC","NYA",NA,NA,NA,NA
2017-05-27,"LAA","TB",NA,NA,NA,NA
2017-05-27,"MIA","OAK",NA,NA,NA,NA
2017-05-27,"SEA","WAS",NA,NA,NA,NA
2017-05-27,"TOR","MIL",NA,NA,NA,NA
2017-05-27,"PIT","ATL",NA,NA,NA,NA
2017-05-27,"SF","CHN",NA,NA,NA,NA
2017-05-27,"COL","PHI",NA,NA,NA,NA
2017-05-27,"STL","LAN",NA,NA,NA,NA
2017-05-27,"SD","NYN",NA,NA,NA,NA
2017-05-28,"TEX","BOS",NA,NA,NA,NA
2017-05-28,"CIN","CLE",NA,NA,NA,NA
2017-05-28,"DET","HOU",NA,NA,NA,NA
2017-05-28,"KC","NYA",NA,NA,NA,NA
2017-05-28,"LAA","TB",NA,NA,NA,NA
2017-05-28,"SEA","WAS",NA,NA,NA,NA
2017-05-28,"ARI","MIL",NA,NA,NA,NA
2017-05-28,"PIT","ATL",NA,NA,NA,NA
2017-05-28,"SF","CHN",NA,NA,NA,NA
2017-05-28,"COL","PHI",NA,NA,NA,NA
2017-05-28,"STL","LAN",NA,NA,NA,NA
2017-05-28,"SD","NYN",NA,NA,NA,NA
2017-05-29,"BAL","HOU",NA,NA,NA,NA
2017-05-29,"SEA","BOS",NA,NA,NA,NA
2017-05-29,"DET","CHA",NA,NA,NA,NA
2017-05-29,"KC","CLE",NA,NA,NA,NA
2017-05-29,"LAA","MIA",NA,NA,NA,NA
2017-05-29,"TB","MIN",NA,NA,NA,NA
2017-05-29,"OAK","NYA",NA,NA,NA,NA
2017-05-29,"TEX","TOR",NA,NA,NA,NA
2017-05-29,"ARI","MIL",NA,NA,NA,NA
2017-05-29,"ATL","SF",NA,NA,NA,NA
2017-05-29,"CHN","LAN",NA,NA,NA,NA
2017-05-29,"CIN","PHI",NA,NA,NA,NA
2017-05-29,"STL","COL",NA,NA,NA,NA
2017-05-29,"NYN","PIT",NA,NA,NA,NA
2017-05-29,"SD","WAS",NA,NA,NA,NA
2017-05-30,"BAL","HOU",NA,NA,NA,NA
2017-05-30,"SEA","BOS",NA,NA,NA,NA
2017-05-30,"DET","CHA",NA,NA,NA,NA
2017-05-30,"KC","CLE",NA,NA,NA,NA
2017-05-30,"LAA","MIA",NA,NA,NA,NA
2017-05-30,"TB","MIN",NA,NA,NA,NA
2017-05-30,"OAK","NYA",NA,NA,NA,NA
2017-05-30,"TEX","TOR",NA,NA,NA,NA
2017-05-30,"ARI","MIL",NA,NA,NA,NA
2017-05-30,"ATL","SF",NA,NA,NA,NA
2017-05-30,"CHN","LAN",NA,NA,NA,NA
2017-05-30,"CIN","PHI",NA,NA,NA,NA
2017-05-30,"STL","COL",NA,NA,NA,NA
2017-05-30,"NYN","PIT",NA,NA,NA,NA
2017-05-30,"SD","WAS",NA,NA,NA,NA
2017-05-31,"BAL","HOU",NA,NA,NA,NA
2017-05-31,"SEA","BOS",NA,NA,NA,NA
2017-05-31,"DET","CHA",NA,NA,NA,NA
2017-05-31,"KC","CLE",NA,NA,NA,NA
2017-05-31,"LAA","MIA",NA,NA,NA,NA
2017-05-31,"TB","MIN",NA,NA,NA,NA
2017-05-31,"OAK","NYA",NA,NA,NA,NA
2017-05-31,"TEX","TOR",NA,NA,NA,NA
2017-05-31,"ARI","MIL",NA,NA,NA,NA
2017-05-31,"ATL","SF",NA,NA,NA,NA
2017-05-31,"CHN","LAN",NA,NA,NA,NA
2017-05-31,"CIN","PHI",NA,NA,NA,NA
2017-05-31,"STL","COL",NA,NA,NA,NA
2017-05-31,"NYN","PIT",NA,NA,NA,NA
2017-05-31,"SD","WAS",NA,NA,NA,NA
2017-06-01,"NYA","BAL",NA,NA,NA,NA
2017-06-01,"BOS","CHA",NA,NA,NA,NA
2017-06-01,"OAK","CLE",NA,NA,NA,NA
2017-06-01,"DET","KC",NA,NA,NA,NA
2017-06-01,"HOU","MIN",NA,NA,NA,NA
2017-06-01,"ATL","LAA",NA,NA,NA,NA
2017-06-01,"SEA","COL",NA,NA,NA,NA
2017-06-01,"TB","TEX",NA,NA,NA,NA
2017-06-01,"CIN","TOR",NA,NA,NA,NA
2017-06-01,"ARI","PIT",NA,NA,NA,NA
2017-06-01,"CHN","SD",NA,NA,NA,NA
2017-06-01,"LAN","STL",NA,NA,NA,NA
2017-06-01,"PHI","MIA",NA,NA,NA,NA
2017-06-01,"MIL","NYN",NA,NA,NA,NA
2017-06-01,"WAS","SF",NA,NA,NA,NA
2017-06-02,"NYA","BAL",NA,NA,NA,NA
2017-06-02,"BOS","CHA",NA,NA,NA,NA
2017-06-02,"OAK","CLE",NA,NA,NA,NA
2017-06-02,"DET","KC",NA,NA,NA,NA
2017-06-02,"HOU","MIN",NA,NA,NA,NA
2017-06-02,"ATL","LAA",NA,NA,NA,NA
2017-06-02,"SEA","COL",NA,NA,NA,NA
2017-06-02,"TB","TEX",NA,NA,NA,NA
2017-06-02,"CIN","TOR",NA,NA,NA,NA
2017-06-02,"ARI","PIT",NA,NA,NA,NA
2017-06-02,"CHN","SD",NA,NA,NA,NA
2017-06-02,"LAN","STL",NA,NA,NA,NA
2017-06-02,"PHI","MIA",NA,NA,NA,NA
2017-06-02,"MIL","NYN",NA,NA,NA,NA
2017-06-02,"WAS","SF",NA,NA,NA,NA
2017-06-03,"NYA","BAL",NA,NA,NA,NA
2017-06-03,"BOS","CHA",NA,NA,NA,NA
2017-06-03,"OAK","CLE",NA,NA,NA,NA
2017-06-03,"DET","KC",NA,NA,NA,NA
2017-06-03,"HOU","MIN",NA,NA,NA,NA
2017-06-03,"ATL","LAA",NA,NA,NA,NA
2017-06-03,"COL","SEA",NA,NA,NA,NA
2017-06-03,"TB","TEX",NA,NA,NA,NA
2017-06-03,"CIN","TOR",NA,NA,NA,NA
2017-06-03,"ARI","PIT",NA,NA,NA,NA
2017-06-03,"CHN","SD",NA,NA,NA,NA
2017-06-03,"LAN","STL",NA,NA,NA,NA
2017-06-03,"PHI","MIA",NA,NA,NA,NA
2017-06-03,"MIL","NYN",NA,NA,NA,NA
2017-06-03,"WAS","SF",NA,NA,NA,NA
2017-06-04,"BOS","BAL",NA,NA,NA,NA
2017-06-04,"OAK","CLE",NA,NA,NA,NA
2017-06-04,"MIN","LAA",NA,NA,NA,NA
2017-06-04,"NYA","TOR",NA,NA,NA,NA
2017-06-04,"COL","SEA",NA,NA,NA,NA
2017-06-04,"ARI","MIA",NA,NA,NA,NA
2017-06-04,"LAN","STL",NA,NA,NA,NA
2017-06-04,"MIL","NYN",NA,NA,NA,NA
2017-06-05,"BOS","BAL",NA,NA,NA,NA
2017-06-05,"CHA","DET",NA,NA,NA,NA
2017-06-05,"CLE","KC",NA,NA,NA,NA
2017-06-05,"HOU","TEX",NA,NA,NA,NA
2017-06-05,"MIN","LAA",NA,NA,NA,NA
2017-06-05,"NYA","TOR",NA,NA,NA,NA
2017-06-05,"WAS","OAK",NA,NA,NA,NA
2017-06-05,"TB","SEA",NA,NA,NA,NA
2017-06-05,"ARI","MIA",NA,NA,NA,NA
2017-06-05,"ATL","CIN",NA,NA,NA,NA
2017-06-05,"STL","CHN",NA,NA,NA,NA
2017-06-05,"COL","SD",NA,NA,NA,NA
2017-06-05,"LAN","MIL",NA,NA,NA,NA
2017-06-05,"PIT","NYN",NA,NA,NA,NA
2017-06-05,"SF","PHI",NA,NA,NA,NA
2017-06-06,"BOS","BAL",NA,NA,NA,NA
2017-06-06,"CHA","DET",NA,NA,NA,NA
2017-06-06,"CLE","KC",NA,NA,NA,NA
2017-06-06,"HOU","TEX",NA,NA,NA,NA
2017-06-06,"MIN","LAA",NA,NA,NA,NA
2017-06-06,"NYA","TOR",NA,NA,NA,NA
2017-06-06,"WAS","OAK",NA,NA,NA,NA
2017-06-06,"TB","SEA",NA,NA,NA,NA
2017-06-06,"ARI","MIA",NA,NA,NA,NA
2017-06-06,"ATL","CIN",NA,NA,NA,NA
2017-06-06,"STL","CHN",NA,NA,NA,NA
2017-06-06,"COL","SD",NA,NA,NA,NA
2017-06-06,"LAN","MIL",NA,NA,NA,NA
2017-06-06,"PIT","NYN",NA,NA,NA,NA
2017-06-06,"SF","PHI",NA,NA,NA,NA
2017-06-07,"BOS","BAL",NA,NA,NA,NA
2017-06-07,"CHA","DET",NA,NA,NA,NA
2017-06-07,"CLE","KC",NA,NA,NA,NA
2017-06-07,"HOU","TEX",NA,NA,NA,NA
2017-06-07,"MIN","LAA",NA,NA,NA,NA
2017-06-07,"NYA","TOR",NA,NA,NA,NA
2017-06-07,"WAS","OAK",NA,NA,NA,NA
2017-06-07,"TB","SEA",NA,NA,NA,NA
2017-06-07,"ARI","MIA",NA,NA,NA,NA
2017-06-07,"ATL","CIN",NA,NA,NA,NA
2017-06-07,"STL","CHN",NA,NA,NA,NA
2017-06-07,"COL","SD",NA,NA,NA,NA
2017-06-07,"LAN","MIL",NA,NA,NA,NA
2017-06-07,"PIT","NYN",NA,NA,NA,NA
2017-06-07,"SF","PHI",NA,NA,NA,NA
2017-06-08,"HOU","KC",NA,NA,NA,NA
2017-06-08,"TOR","OAK",NA,NA,NA,NA
2017-06-08,"PHI","ATL",NA,NA,NA,NA
2017-06-08,"MIA","CHN",NA,NA,NA,NA
2017-06-08,"STL","CIN",NA,NA,NA,NA
2017-06-08,"WAS","LAN",NA,NA,NA,NA
2017-06-08,"SF","MIL",NA,NA,NA,NA
2017-06-09,"PIT","BAL",NA,NA,NA,NA
2017-06-09,"BOS","NYA",NA,NA,NA,NA
2017-06-09,"CHA","TB",NA,NA,NA,NA
2017-06-09,"CLE","COL",NA,NA,NA,NA
2017-06-09,"LAA","DET",NA,NA,NA,NA
2017-06-09,"HOU","KC",NA,NA,NA,NA
2017-06-09,"MIN","SEA",NA,NA,NA,NA
2017-06-09,"TOR","OAK",NA,NA,NA,NA
2017-06-09,"NYN","TEX",NA,NA,NA,NA
2017-06-09,"SD","ARI",NA,NA,NA,NA
2017-06-09,"PHI","ATL",NA,NA,NA,NA
2017-06-09,"MIA","CHN",NA,NA,NA,NA
2017-06-09,"STL","CIN",NA,NA,NA,NA
2017-06-09,"WAS","LAN",NA,NA,NA,NA
2017-06-09,"SF","MIL",NA,NA,NA,NA
2017-06-10,"PIT","BAL",NA,NA,NA,NA
2017-06-10,"BOS","NYA",NA,NA,NA,NA
2017-06-10,"CHA","TB",NA,NA,NA,NA
2017-06-10,"CLE","COL",NA,NA,NA,NA
2017-06-10,"LAA","DET",NA,NA,NA,NA
2017-06-10,"HOU","KC",NA,NA,NA,NA
2017-06-10,"MIN","SEA",NA,NA,NA,NA
2017-06-10,"TOR","OAK",NA,NA,NA,NA
2017-06-10,"NYN","TEX",NA,NA,NA,NA
2017-06-10,"SD","ARI",NA,NA,NA,NA
2017-06-10,"PHI","ATL",NA,NA,NA,NA
2017-06-10,"MIA","CHN",NA,NA,NA,NA
2017-06-10,"STL","CIN",NA,NA,NA,NA
2017-06-10,"WAS","LAN",NA,NA,NA,NA
2017-06-10,"SF","MIL",NA,NA,NA,NA
2017-06-11,"BOS","NYA",NA,NA,NA,NA
2017-06-11,"CHA","TB",NA,NA,NA,NA
2017-06-11,"LAA","DET",NA,NA,NA,NA
2017-06-11,"HOU","KC",NA,NA,NA,NA
2017-06-11,"MIN","SEA",NA,NA,NA,NA
2017-06-11,"SD","ARI",NA,NA,NA,NA
2017-06-11,"PHI","ATL",NA,NA,NA,NA
2017-06-11,"COL","CHN",NA,NA,NA,NA
2017-06-11,"STL","CIN",NA,NA,NA,NA
2017-06-11,"MIA","PIT",NA,NA,NA,NA
2017-06-11,"SF","MIL",NA,NA,NA,NA
2017-06-12,"BAL","NYA",NA,NA,NA,NA
2017-06-12,"DET","BOS",NA,NA,NA,NA
2017-06-12,"CHA","CLE",NA,NA,NA,NA
2017-06-12,"LAA","HOU",NA,NA,NA,NA
2017-06-12,"KC","SD",NA,NA,NA,NA
2017-06-12,"MIN","SF",NA,NA,NA,NA
2017-06-12,"OAK","TB",NA,NA,NA,NA
2017-06-12,"TOR","SEA",NA,NA,NA,NA
2017-06-12,"TEX","WAS",NA,NA,NA,NA
2017-06-12,"MIL","ARI",NA,NA,NA,NA
2017-06-12,"NYN","ATL",NA,NA,NA,NA
2017-06-12,"COL","CHN",NA,NA,NA,NA
2017-06-12,"CIN","LAN",NA,NA,NA,NA
2017-06-12,"MIA","PIT",NA,NA,NA,NA
2017-06-12,"PHI","STL",NA,NA,NA,NA
2017-06-13,"BAL","NYA",NA,NA,NA,NA
2017-06-13,"DET","BOS",NA,NA,NA,NA
2017-06-13,"CHA","CLE",NA,NA,NA,NA
2017-06-13,"LAA","HOU",NA,NA,NA,NA
2017-06-13,"KC","SD",NA,NA,NA,NA
2017-06-13,"MIN","SF",NA,NA,NA,NA
2017-06-13,"OAK","TB",NA,NA,NA,NA
2017-06-13,"TOR","SEA",NA,NA,NA,NA
2017-06-13,"TEX","WAS",NA,NA,NA,NA
2017-06-13,"MIL","ARI",NA,NA,NA,NA
2017-06-13,"NYN","ATL",NA,NA,NA,NA
2017-06-13,"COL","CHN",NA,NA,NA,NA
2017-06-13,"CIN","LAN",NA,NA,NA,NA
2017-06-13,"MIA","PIT",NA,NA,NA,NA
2017-06-13,"PHI","STL",NA,NA,NA,NA
2017-06-14,"BAL","NYA",NA,NA,NA,NA
2017-06-14,"DET","BOS",NA,NA,NA,NA
2017-06-14,"CHA","CLE",NA,NA,NA,NA
2017-06-14,"LAA","HOU",NA,NA,NA,NA
2017-06-14,"KC","SD",NA,NA,NA,NA
2017-06-14,"MIN","SF",NA,NA,NA,NA
2017-06-14,"OAK","TB",NA,NA,NA,NA
2017-06-14,"TOR","SEA",NA,NA,NA,NA
2017-06-14,"TEX","WAS",NA,NA,NA,NA
2017-06-14,"MIL","ARI",NA,NA,NA,NA
2017-06-14,"NYN","ATL",NA,NA,NA,NA
2017-06-14,"COL","CHN",NA,NA,NA,NA
2017-06-14,"CIN","LAN",NA,NA,NA,NA
2017-06-14,"MIA","PIT",NA,NA,NA,NA
2017-06-14,"PHI","STL",NA,NA,NA,NA
2017-06-15,"BAL","CHA",NA,NA,NA,NA
2017-06-15,"PHI","BOS",NA,NA,NA,NA
2017-06-15,"TEX","HOU",NA,NA,NA,NA
2017-06-15,"NYA","LAA",NA,NA,NA,NA
2017-06-15,"SEA","MIN",NA,NA,NA,NA
2017-06-15,"ATL","WAS",NA,NA,NA,NA
2017-06-15,"CHN","NYN",NA,NA,NA,NA
2017-06-15,"CIN","SD",NA,NA,NA,NA
2017-06-15,"COL","PIT",NA,NA,NA,NA
2017-06-16,"BAL","CHA",NA,NA,NA,NA
2017-06-16,"PHI","BOS",NA,NA,NA,NA
2017-06-16,"LAN","CLE",NA,NA,NA,NA
2017-06-16,"ARI","DET",NA,NA,NA,NA
2017-06-16,"TEX","HOU",NA,NA,NA,NA
2017-06-16,"KC","SF",NA,NA,NA,NA
2017-06-16,"NYA","LAA",NA,NA,NA,NA
2017-06-16,"SEA","MIN",NA,NA,NA,NA
2017-06-16,"OAK","MIA",NA,NA,NA,NA
2017-06-16,"TB","TOR",NA,NA,NA,NA
2017-06-16,"ATL","WAS",NA,NA,NA,NA
2017-06-16,"CHN","NYN",NA,NA,NA,NA
2017-06-16,"CIN","SD",NA,NA,NA,NA
2017-06-16,"COL","PIT",NA,NA,NA,NA
2017-06-16,"MIL","STL",NA,NA,NA,NA
2017-06-17,"BAL","CHA",NA,NA,NA,NA
2017-06-17,"BOS","PHI",NA,NA,NA,NA
2017-06-17,"LAN","CLE",NA,NA,NA,NA
2017-06-17,"ARI","DET",NA,NA,NA,NA
2017-06-17,"TEX","HOU",NA,NA,NA,NA
2017-06-17,"KC","SF",NA,NA,NA,NA
2017-06-17,"NYA","LAA",NA,NA,NA,NA
2017-06-17,"SEA","MIN",NA,NA,NA,NA
2017-06-17,"OAK","MIA",NA,NA,NA,NA
2017-06-17,"TB","TOR",NA,NA,NA,NA
2017-06-17,"ATL","WAS",NA,NA,NA,NA
2017-06-17,"CHN","NYN",NA,NA,NA,NA
2017-06-17,"CIN","SD",NA,NA,NA,NA
2017-06-17,"COL","PIT",NA,NA,NA,NA
2017-06-17,"MIL","STL",NA,NA,NA,NA
2017-06-18,"BAL","CHA",NA,NA,NA,NA
2017-06-18,"BOS","PHI",NA,NA,NA,NA
2017-06-18,"LAN","CLE",NA,NA,NA,NA
2017-06-18,"TB","DET",NA,NA,NA,NA
2017-06-18,"KC","LAA",NA,NA,NA,NA
2017-06-18,"SEA","MIN",NA,NA,NA,NA
2017-06-18,"NYA","OAK",NA,NA,NA,NA
2017-06-18,"SF","COL",NA,NA,NA,NA
2017-06-18,"MIL","STL",NA,NA,NA,NA
2017-06-18,"WAS","NYN",NA,NA,NA,NA
2017-06-19,"STL","BAL",NA,NA,NA,NA
2017-06-19,"BOS","HOU",NA,NA,NA,NA
2017-06-19,"CHA","TOR",NA,NA,NA,NA
2017-06-19,"CLE","MIN",NA,NA,NA,NA
2017-06-19,"TB","DET",NA,NA,NA,NA
2017-06-19,"KC","LAA",NA,NA,NA,NA
2017-06-19,"NYA","OAK",NA,NA,NA,NA
2017-06-19,"SEA","TEX",NA,NA,NA,NA
2017-06-19,"ARI","PHI",NA,NA,NA,NA
