GameId,GameString,GameDate,LastName,FirstName,MLBId,PlayerName,PlayerId,Team,TeamNbr,Pos,PrevDayGamesPlayed,G,GS,INN,PO,A,E,DP,TP,PB,FPctP,SB,CS,PKOF,FPctC,Outs,Chances,Zone,FPct,Pivots2B,Cint,Cer,Cera,Efield,Ethrow
,,,Coke,Phillip,457435,"Coke Phil",5535,PIT,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Harrison,Matt,457448,"Harrison Matt",5551,PHI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Saltalamacchia,Jarrod,457454,"Saltalamacchia Jarrod",5557,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Reyes,Jo-jo,457456,"Reyes Jo-Jo",5559,MIA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Corporan,Carlos,449786,"Corporan Carlos",5587,MIA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Leon,Alex,504186,"Leon Arnold",5595,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Zarate,Robert Alexander,462110,"Zarate Robert",5612,PIT,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Brasier,Ryan,518489,"Brasier Ryan",5615,OAK,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kemp,Matthew,461314,"Kemp Matt",5631,ATL,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Clippard,Tyler,461325,"Clippard Tyler",5640,NYA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Mesoraco,Devin Douglas,519023,"Mesoraco Devin",5666,CIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Souza Jr.,Steven,519306,"Souza Jr. Steven",5667,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Alvarez,Henderson Javier,506693,"Alvarez Henderson",5669,OAK,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ellis,Andrew,454560,"Ellis A.J.",5677,PHI,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Sulbaran,Juan Carlos Antonio,543833,"Sulbaran Juan",5693,STL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Guerra,Junior,448855,"Guerra Junior",5702,MIL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lincecum,Timothy,453311,"Lincecum Tim",5705,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Rodriguez,Joshua,446044,"Rodriguez Josh",5716,OAK,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,O'Flaherty,Eric,447714,"O'Flaherty Eric",5746,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Perez,Hernan Alejandro,541650,"Perez Hernan",5751,MIL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Garcia,Avisail Antonio,541645,"Garcia Avisail",5760,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Rondon,Bruce,541652,"Rondon Bruce",5766,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Rondon,Jorge,504083,"Rondon Jorge",5791,PIT,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Flores,Wilmer Alejandro,527038,"Flores Wilmer",5827,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Marinez,Jhan Carlos,501697,"Marinez Jhan",5830,MIL,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Motte,Jason,435400,"Motte Jason",5861,COL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Salazar,Danny Dariel,517593,"Salazar Danny",5867,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jeroloman,Brian,502089,"Jeroloman Brian",5868,WAS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Germen,Gonzalez German,542674,"Germen Gonzalez",5876,COL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jaso,John,444379,"Jaso John",5887,PIT,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gillespie,Cole,502261,"Gillespie Cole",5888,MIA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lee,Hak-Ju,573349,"Lee Hak-Ju",5904,SF,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Garcia,Levry,544725,"Garcia Leury",5913,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Markakis,Nicholas,455976,"Markakis Nick",5930,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Segura,Jean Carlo,516416,"Segura Jean",5933,ARI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Sucre,Jesus Marcelo,491696,"Sucre Jesus",5942,SEA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kennelly,Matt Luke,499882,"Kennelly Matt",5947,ATL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Wright,Dequam,449079,"Wright Wesley",5960,ARI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Delgado,Randall Enrique,517414,"Delgado Randall",5985,ARI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Nina,Aroni Jose,542664,"Nina Aroni",5994,KC,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Navarro,Reynaldo,519071,"Navarro Rey",6008,LAA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gregorius,Mariekson Julius,544369,"Gregorius Didi",6012,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Adames,Cristhian,542436,"Adames Cristhian",6013,COL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Herrera,Kelvin De Jesus,516969,"Herrera Kelvin",6033,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Murphy,David,461815,"Murphy David",6035,BOS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ryan,Brendan,453895,"Ryan Brendan",6073,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,McGehee,Casey,431171,"McGehee Casey",6086,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hill,Aaron,431094,"Hill Aaron",6104,BOS,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Wieland,Joseph,543921,"Wieland Joe",6109,ATL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Escobar,Eduardo Jose,500871,"Escobar Eduardo",6153,MIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Denker,Travis,458239,"Denker Travis",6155,ARI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Falu,Irving,458252,"Falu Irving",6165,KC,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kensing,Logan,434137,"Kensing Logan",6166,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Suarez,Albert Joe,544150,"Suarez Albert",6175,SF,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Sanchez,Jorge Anthony,506997,"Sanchez Tony",6178,SF,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Martinez,Julio Daniel,502110,"Martinez J.D.",6184,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kinsler,Ian,435079,"Kinsler Ian",6195,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Molleken,Dustin,451783,"Molleken Dustin",6200,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Schierholtz,Nathan,435625,"Schierholtz Nate",6201,DET,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Betances,Dellin,476454,"Betances Dellin",6216,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kendrick,Kyle,452718,"Kendrick Kyle",6230,LAA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Moreno,Diego Rafael,514981,"Moreno Diego",6238,NYA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Laffey,Aaron,444836,"Laffey Aaron",6248,WAS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cahill,Trevor John,502239,"Cahill Trevor",6249,CHN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Field,Thomas Samuel,474494,"Field Tommy",6262,DET,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ethier,Andre,444843,"Ethier Andre",6265,LAN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Robertson,Daniel,543706,"Robertson Daniel",6266,SEA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Quentin,Carlos,435041,"Quentin Carlos",6274,MIN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Burke,Greg,457566,"Burke Greg",6282,PHI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Feldman,Scott,444857,"Feldman Scott",6283,TOR,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Britton,Buck,542970,"Britton Buck",6287,MIN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Murton,Matthew,444875,"Murton Matt",6307,CHN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Escobar,Alcides,444876,"Escobar Alcides",6310,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Phelps,David,475479,"Phelps David",6316,MIA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Alburquerque,Alberto,456379,"Alburquerque Al",6324,SEA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Archer,Chris,502042,"Archer Chris",6345,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Sweeney,Ryan,435220,"Sweeney Ryan",6352,MIN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Valencia,Daniel,502143,"Valencia Danny",6364,OAK,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jones,Adam,430945,"Jones Adam",6368,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Evans,Bryan,543141,"Evans Bryan",6379,SEA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Bourn,Michael,456422,"Bourn Michael",6387,BAL,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Odorizzi,Jake,543606,"Odorizzi Jake",6397,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,May,Trevor,543507,"May Trevor",6398,MIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cisnero,Jose Luis,542585,"Cisnero Jose",6399,ARI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Nieuwenhuis,Kirk Robert,543590,"Nieuwenhuis Kirk",6400,MIL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Pimentel,Stolmy Ramon,516935,"Pimentel Stolmy",6415,NYN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Bernadina,Rogearvin,465668,"Bernadina Roger",6421,NYN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Stauffer,Timothy,431162,"Stauffer Tim",6432,ARI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Worley,Vance,474699,"Worley Vance",6435,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jepsen,Kevin,448178,"Jepsen Kevin",6475,TB,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cishek,Steven,518553,"Cishek Steve",6483,SEA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hardy,Blaine,543278,"Hardy Blaine",6499,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Huntzinger,Brock,518830,"Huntzinger Brock",6516,COL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Mercer,Jordy,474568,"Mercer Jordy",6547,PIT,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cobb,Alexander,502171,"Cobb Alex",6562,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Wilson,Robert,435064,"Wilson Bobby",6564,TB,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Koehler,Thomas,543408,"Koehler Tom",6570,MIA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Freiman,Nathan,474384,"Freiman Nate",6582,ATL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Rodriguez,Sean,446481,"Rodriguez Sean",6589,PIT,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jackson,Ryan,474249,"Jackson Ryan",6596,LAA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,McCoy,Patrick James,519003,"McCoy Pat",6605,TOR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Galvis,Freddy Jose,520471,"Galvis Freddy",6609,PHI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Rzepczynski,Marc,519240,"Rzepczynski Marc",6612,WAS,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lollis,Ryan,489067,"Lollis Ryan",6623,SF,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Brach,Brad,542960,"Brach Brad",6627,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Carrasco,Carlos,471911,"Carrasco Carlos",6632,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,d'Arnaud,Chase,488818,"d'Arnaud Chase",6652,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Henderson,Jim,449104,"Henderson Jim",6653,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kimbrel,Craig,518886,"Kimbrel Craig",6655,BOS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hoes,Jerome O'Bryan,543321,"Hoes L.J.",6656,BAL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Colome,Alexander Manuel,517008,"Colome Alex",6661,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Shuck,Jack,543776,"Shuck J.B.",6677,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Socolovich,Miguel,462515,"Socolovich Miguel",6697,STL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Giavotella,Johnny,543213,"Giavotella Johnny",6740,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cabral,Cesar Augusto,501627,"Cabral Cesar",6741,BAL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Sturdevant,Tyler James,573188,"Sturdevant Tyler",6780,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Miller,Andrew,453192,"Miller Andrew",6785,CLE,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Teheran,Julio Alberto,527054,"Teheran Julio",6797,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Pinto,Josmir Oswaldo,500887,"Pinto Josmil",6806,MIL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Wilson,Kenneth,543932,"Wilson Kenny",6807,MIA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ross Jr.,Robert,543726,"Ross Jr. Robbie",6819,BOS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Freeman,Samuel,518693,"Freeman Sam",6832,MIL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Buss,Nicholas Gregory,502544,"Buss Nick",6835,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Nunez,Eduardo,456488,"Nunez Eduardo",6848,SF,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Manship,Jeffrey,453249,"Manship Jeff",6865,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Norris,Derek,519083,"Norris Derek",6867,SD,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Rodriguez,Eddy,453256,"Rodriguez Eddy",6870,NYA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Trumbo,Mark,444432,"Trumbo Mark",6876,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Coghlan,Christopher,458085,"Coghlan Chris",6878,CHN,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Noonan,Nick Murphy,519082,"Noonan Nick",6880,SD,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Desmond,Ian,435622,"Desmond Ian",6885,TEX,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Maldonado,Martin,455117,"Maldonado Martin",6887,MIL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cueto,Johnny,456501,"Cueto Johnny",6893,SF,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Anderson,Chase,502624,"Anderson Chase",6895,MIL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Perez,Martin,527048,"Perez Martin",6902,TEX,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Robinson,Clinton,519208,"Robinson Clint",6908,WAS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gamboa,Eduardo,543195,"Gamboa Eddie",6911,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Campbell,Eric Singleton,493472,"Campbell Eric",6938,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Soria,Joakim,465657,"Soria Joakim",6941,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hochevar,Luke,460024,"Hochevar Luke",6943,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kalish,Ryan,501888,"Kalish Ryan",6962,CHN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Storen,Drew,519322,"Storen Drew",6983,SEA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Garcia,Luis (Amado),472610,"Garcia Luis",6984,PHI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Kennedy,Ian Patrick,453178,"Kennedy Ian",6986,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Fuenmayor,Balbino Rafael,515768,"Fuenmayor Balbino",7001,KC,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Middlebrooks,William,519025,"Middlebrooks Will",7002,MIL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Pressly,Ryan,519151,"Pressly Ryan",7005,MIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Molina,Yadier,425877,"Molina Yadier",7007,STL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gonzalez,Miguel Angel,456068,"Gonzalez Miguel",7024,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gonzalez,Juan Pablo,517355,"Gonzalez Juan",7033,STL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Torres,Alexander Jesus,456776,"Torres Alex",7038,ATL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Murphy,John,571975,"Murphy Jack",7041,LAN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Shields,James,448306,"Shields James",7059,CHA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Jimenez,Antonio,543362,"Jimenez A.J.",7077,TOR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lannan,John,458709,"Lannan John",7080,KC,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Joseph,Caleb,543376,"Joseph Caleb",7087,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Pettibone,Jonathan,543643,"Pettibone Jonathan",7106,CHN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Venditte,Patrick,519381,"Venditte Pat",7108,SEA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Bard,Daniel,453268,"Bard Daniel",7115,STL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Antolin,Dustin,542884,"Antolin Dustin",7119,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Rosario,Alberto,451705,"Rosario Alberto",7125,STL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hudson,Daniel Clairborne,543339,"Hudson Daniel",7146,ARI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Young,Eric,458913,"Young Eric",7158,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Withrow,Christopher,519437,"Withrow Chris",7161,ATL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Centeno,Juan,518542,"Centeno Juan",7168,MIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Mattheus,Ryan,458919,"Mattheus Ryan",7169,CIN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Venters,Jonathan,458924,"Venters Jonny",7175,TB,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Fuller,James L.,543188,"Fuller James",7179,PIT,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Forsythe,Logan Logan,523253,"Forsythe Logan",7185,TB,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lough,David Dennis,518953,"Lough David",7215,PHI,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Puello,Cesar David,527049,"Puello Cesar",7216,NYA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Davidson,Matthew Glen,571602,"Davidson Matt",7226,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Moore,Tyler Michael,489138,"Moore Tyler",7244,WAS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Cowgill,Collin Brannen,518577,"Cowgill Collin",7250,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Masset,Nicholas,434665,"Masset Nick",7267,WAS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Stammen,Craig,489334,"Stammen Craig",7274,CLE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gonzalez,Carlos,471865,"Gonzalez Carlos",7287,COL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Elmore,Jacob,518653,"Elmore Jake",7290,MIL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Ziegler,Brad,446899,"Ziegler Brad",7293,BOS,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Guilmet,Preston Blake,543258,"Guilmet Preston",7303,DET,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Perez,Salvador,521692,"Perez Salvador",7304,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Collmenter,Joshua Michael,518567,"Collmenter Josh",7312,ATL,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Mastroianni,Darin Paul,518991,"Mastroianni Darin",7316,TEX,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Garcia,Rene,543200,"Garcia Rene",7318,MIL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gimenez,Chris,460269,"Gimenez Chris",7324,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Smith,Garry,452234,"Smith Seth",7331,SEA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Janssen,Robert,445163,"Janssen Casey",7355,BOS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Martinez,Michael,492841,"Martinez Michael",7358,CLE,3,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Otero,Daniel,519096,"Otero Dan",7385,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Adams,David Lee,458691,"Adams David",7389,TOR,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gee,Dillon,518716,"Gee Dillon",7396,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Butler,Billy,456714,"Butler Billy",7399,NYA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Guerra,Luis,457915,"Guerra Javy",7407,LAA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Scruggs,Xavier Ladel,489305,"Scruggs Xavier",7409,MIA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Happ,James,457918,"Happ J.A.",7410,TOR,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Adams,Austin,542866,"Adams Austin",7411,CLE,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Janish,Paul,457926,"Janish Paul",7412,BAL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lowe,Mark,450275,"Lowe Mark",7416,DET,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Peterson,Shane Aaron,451089,"Peterson Shane",7423,MIL,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Zobrist,Benjamin,450314,"Zobrist Ben",7435,CHN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Allen,Brandon,450315,"Allen Brandon",7436,CIN,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Davis,Wade,451584,"Davis Wade",7441,KC,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Gonzalez,Giovany,461829,"Gonzalez Gio",7448,WAS,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hughes,Philip,461833,"Hughes Phil",7450,MIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Plouffe,Trevor,461858,"Plouffe Trevor",7462,MIN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Swarzak,Anthony,461872,"Swarzak Anthony",7466,NYA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Webb,Ryan,444436,"Webb Ryan",7474,CHA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Avila,Alex,488671,"Avila Alex",7476,CHA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Layne,Thomas Kevin,518927,"Layne Tommy",7501,NYA,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Solano,Jhonatan,500207,"Solano Jhonatan",7515,WAS,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Scribner,Evan,519267,"Scribner Evan",7525,SEA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,McHugh,Collin Alexander,543521,"McHugh Collin",7531,HOU,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Lucas,Edward,448296,"Lucas Ed",7532,ARI,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Walker,Neil,435522,"Walker Neil",7539,NYN,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Harrell,Lucas,449173,"Harrell Lucas",7541,TEX,2,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,McGee,Jacob,459429,"McGee Jake",7550,COL,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Grube,Jarrett,459439,"Grube Jarrett",7553,SEA,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Vincent,Nick,543883,"Vincent Nick",7555,SEA,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Rodriguez,Fernando,451775,"Rodriguez Fernando",7558,OAK,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,Hynes,Colt,518833,"Hynes Colt",7560,CLE,,,0,0,,,,,,,,,,,,,,,,,,,,,,,
