MlbId,FirstName,LastName,FullName,Position,FormerTeam,MiLBAffiliate,Level,,,,,,
518914,Leon,Landry,Leon Landry,DH,SEA,Jackson Generals,Double-A,,,,,,
593691,Isaac,Sanchez,Isaac Sanchez,P,SEA,Jackson Generals,Double-A,,,,,,
636520,Kyle,Schepel,Kyle Schepel,P,SEA,Jackson Generals,Double-A,,,,,,
624426,Austin,Cousino,Austin Cousino,CF,SEA,Tacoma Rainiers,Triple-A,,,,,,
488689,Mike,Baxter,Mike Baxter,DH,SEA,Tacoma Rainiers,Triple-A,,,,,,
518603,Justin,De Fratus,Justin De Fratus,P,SEA,Tacoma Rainiers,Triple-A,,,,,,
664914,P.J.,Jones,P.J. Jones,C,SEA,Tacoma Rainiers,Triple-A,,,,,,
452722,Steven,Lerud,Steven Lerud,C,SEA,Tacoma Rainiers,Triple-A,,,,,,
448296,Ed,Lucas,Ed Lucas,3B,SEA,Tacoma Rainiers,Triple-A,,,,,,
576409,Kevin,Munson,Kevin Munson,P,SEA,Tacoma Rainiers,Triple-A,,,,,,
459439,Jarrett,Grube,Jarrett Grube,P,SEA,Tacoma Rainiers,Triple-A,,,,,,
489002,Steve,Johnson,Steve Johnson,P,SEA,Tacoma Rainiers,Triple-A,,,,,,
407908,Joel,Peralta,Joel Peralta,P,SEA,Tacoma Rainiers,Triple-A,,,,,,
594740,Jeff,Arnold,Jeff Arnold,C,SF,Richmond Flying Squirrels,Double-A,,,,,,
,,,,,,,,,,,,,
519037,Carlos,Moncrief,Carlos Moncrief,PH,SF,Richmond Flying Squirrels,Double-A,,,,,,
505830,Angel,Villalona,Angel Villalona,1B,SF,Richmond Flying Squirrels,Double-A,,,,,,
503474,Jose,Casilla,Jose Casilla,P,SF,Sacramento River Cats,Triple-A,,,,,,
466463,Pedro,Rodriguez,Pedro Rodriguez,P,SF,Sacramento River Cats,Triple-A,,,,,,
488878,Austin,Fleet,Austin Fleet,P,SF,Sacramento River Cats,Triple-A,,,,,,
452096,Darren,Ford,Darren Ford,LF,SF,Sacramento River Cats,Triple-A,,,,,,
596840,Robbie,Garvey,Robbie Garvey,LF,SF,Sacramento River Cats,Triple-A,,,,,,
608473,Travis,Higgs,Travis Higgs,C,SF,Sacramento River Cats,Triple-A,,,,,,
489067,Ryan,Lollis,Ryan Lollis,1B,SF,Sacramento River Cats,Triple-A,,,,,,
500882,Nestor,Molina,Nestor Molina,P,SF,Sacramento River Cats,Triple-A,,,,,,
456776,Alex,Torres,Alex Torres,P,SF,Sacramento River Cats,Triple-A,,,,,,
,,,,,,,,,,,,,
458550,Jeremy,Hefner,Jeremy Hefner,P,STL,Memphis Redbirds,Triple-A,,,,,,
572088,Jonathan,Rodriguez,Jonathan Rodriguez,1B,STL,Memphis Redbirds,Triple-A,,,,,,
543833,J.C.,Sulbaran,J.C. Sulbaran,P,STL,Memphis Redbirds,Triple-A,,,,,,
552673,Tyler,Waldron,Tyler Waldron,P,STL,Memphis Redbirds,Triple-A,,,,,,
534899,Justin,Wright,Justin Wright,P,STL,Memphis Redbirds,Triple-A,,,,,,
591688,Silfredo,Garcia,Silfredo Garcia,P,STL,Palm Beach Cardinals,High-A,,,,,,
553980,Gerwuins,Velazco,Gerwuins Velazco,P,STL,Peoria Chiefs,Low-A,,,,,,
591687,Jhonatan,Escudero,Jhonatan Escudero,P,STL,State College Spikes,Short-A,,,,,,
553881,Wilmer,Dominguez,Wilmer Dominguez,C,TB,Charlotte Stone Crabs,High-A,,,,,,
592473,Adam,Kolarek,Adam Kolarek,P,TB,Durham Bulls,Triple-A,,,,,,
571917,Parker,Markel,Parker Markel,P,TB,Durham Bulls,Triple-A,,,,,,
521309,Mayo,Acosta,Mayo Acosta,C,TB,Durham Bulls,Triple-A,,,,,,
593751,Jose,Alonzo,Jose Alonzo,P,TB,Hudson Valley Renegades,Short-A,,,,,,
592259,Jake,DePew,Jake DePew,C,TB,Montgomery Biscuits,Double-A,,,,,,
534581,Daniel,Tillman,Daniel Tillman,P,TB,Montgomery Biscuits,Double-A,,,,,,
543860,Kevin,Torres,Kevin Torres,C,TEX,Down East Wood Ducks,High-A,,,,,,
592256,Kellin,Deglan,Kellin Deglan,C,TEX,Frisco RoughRiders,Double-A,,,,,,
430961,Carlos,Maldonado,Carlos Maldonado,C,TEX,Frisco RoughRiders,Double-A,,,,,,
607422,Jack,Snodgrass,Jack Snodgrass,P,TEX,Frisco RoughRiders,Double-A,,,,,,
593580,Dario,Beltre,Dario Beltre,P,TEX,Hickory Crawdads,Low-A,,,,,,
547981,Alexei,Bell,Alexei Bell,O,TEX,Round Rock Express,Triple-A,,,,,,
457580,Anthony,Carter,Anthony Carter,P,TEX,Round Rock Express,Triple-A,,,,,,
465674,Pedro,Ciriaco,Pedro Ciriaco,DH,TEX,Round Rock Express,Triple-A,,,,,,
457567,Carlos,Fisher,Carlos Fisher,P,TEX,Round Rock Express,Triple-A,,,,,,
542655,Edwin,Garcia,Edwin Garcia,SS,TEX,Round Rock Express,Triple-A,,,,,,
542657,Jose,Monegro,Jose Monegro,P,TEX,Round Rock Express,Triple-A,,,,,,
542879,John,Anderson,John Anderson,P,TOR,Buffalo Bisons,Triple-A,,,,,,
446868,Wilkin,Castillo,Wilkin Castillo,C,TOR,Buffalo Bisons,Triple-A,,,,,,
518833,Colt,Hynes,Colt Hynes,P,TOR,Buffalo Bisons,Triple-A,,,,,,
444859,Melky,Mesa,Melky Mesa,RF,TOR,Buffalo Bisons,Triple-A,,,,,,
458691,David,Adams,David Adams,2B,TOR,Buffalo Bisons,Triple-A,,,,,,
542884,Dustin,Antolin,Dustin Antolin,P,TOR,Buffalo Bisons,Triple-A,,,,,,
499841,Luis,Hurtado,Luis Hurtado,C,TOR,Buffalo Bisons,Triple-A,,,,,,
445090,Bobby,Korecky,Bobby Korecky,P,TOR,Buffalo Bisons,Triple-A,,,,,,
519003,Pat,McCoy,Pat McCoy,P,TOR,Buffalo Bisons,Triple-A,,,,,,
545353,Jio,Mier,Jio Mier,SS,TOR,Buffalo Bisons,Triple-A,,,,,,
595199,Andy,Fermin,Andy Fermin,3B,TOR,Dunedin Blue Jays,High-A,,,,,,
550012,Gustavo,Pierre,Gustavo Pierre,P,TOR,Lansing Lugnuts,Low-A,,,,,,
460072,Jason,Berken,Jason Berken,P,TOR,New Hampshire Fisher Cats,Double-A,,,,,,
573166,Murphy,Smith,Murphy Smith,P,TOR,New Hampshire Fisher Cats,Double-A,,,,,,
643559,John,Straka,John Straka,P,TOR,New Hampshire Fisher Cats,Double-A,,,,,,
539438,Scott,Diamond,Scott Diamond,P,TOR,Buffalo Bisons,Triple-A,,,,,,
504186,Arnold,Leon,Arnold Leon,P,TOR,Buffalo Bisons,Triple-A,,,,,,
592408,Neil,Holland,Neil Holland,P,WAS,Harrisburg Senators,Double-A,,,,,,
460271,Devin,Ivany,Devin Ivany,C,WAS,Harrisburg Senators,Double-A,,,,,,
502089,Brian,Jeroloman,Brian Jeroloman,C,WAS,Harrisburg Senators,Double-A,,,,,,
595031,Boone,Whiting,Boone Whiting,P,WAS,Harrisburg Senators,Double-A,,,,,,
593823,Narciso,Mesa,Narciso Mesa,RF,WAS,Potomac Nationals,High-A,,,,,,
542469,Andruth,Ramirez,Andruth Ramirez,C,WAS,Potomac Nationals,High-A,,,,,,
518881,Kevin,Keyes,Kevin Keyes,LF,WAS,Syracuse Chiefs,Triple-A,,,,,,
474384,Nate,Freiman,Nate Freiman,PH,WAS,Syracuse Chiefs,Triple-A,,,,,,
444836,Aaron,Laffey,Aaron Laffey,P,WAS,Syracuse Chiefs,Triple-A,,,,,,
518944,Mitch,Lively,Mitch Lively,P,WAS,Syracuse Chiefs,Triple-A,,,,,,
543471,Jose,Lozada,Jose Lozada,SS,WAS,Syracuse Chiefs,Triple-A,,,,,,
519236,Sam,Runion,Sam Runion,P,WAS,Syracuse Chiefs,Triple-A,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
544269,Juan,Duran,Juan Duran,RF,,,,,,,,,
