LastName,FirstName,MLBId,PlayerName,PlayerId,Team,TeamNbr,Pos,G,GS,INN,BallsInZone,MissedBallsInZone,OutsOutOfZone,CBlockingRuns,CFramingRuns,Cera
Mahtook,Mikie,543484,"Mahtook Mikie",13130,DET,1,9,3,2,19.000000,3,0,0,,,
Law,Derek Robert,571882,"Law Derek",13133,SF,1,1,4,0,3.100000,0,0,0,,,
Bell,Josh Evan,605137,"Bell Josh",13145,PIT,1,3,4,4,30.000000,2,0,0,,,
Polanco,Jorge Luis,593871,"Polanco Jorge",13152,MIN,1,6,5,5,44.000000,11,3,5,,,
Sardinas,Luis Alexander,596143,"Sardinas Luis",13153,SD,1,4,1,0,1.000000,,,,,,
Sardinas,Luis Alexander,596143,"Sardinas Luis",13153,SD,1,5,1,1,9.000000,2,0,0,,,
Sardinas,Luis Alexander,596143,"Sardinas Luis",13153,SD,1,6,1,0,3.000000,1,1,0,,,
Hernandez,Marco Antonio,593523,"Hernandez Marco",13154,BOS,1,6,3,3,25.000000,5,1,1,,,
Rodriguez,Eduardo Jose,593958,"Rodriguez Eduardo",13164,BOS,1,1,1,1,5.000000,0,0,0,,,
Davies,Zachary Ryan,605200,"Davies Zach",13183,MIL,1,1,2,2,9.100000,0,0,1,,,
Arcia,Orlando,606115,"Arcia Orlando",13185,MIL,1,6,5,5,42.000000,14,2,7,,,
Mejia,Adalberto,606167,"Mejia Adalberto",13188,MIN,1,1,1,1,1.200000,0,0,0,,,
Biagini,Joseph,607352,"Biagini Joseph",13194,TOR,1,1,3,0,5.100000,0,0,2,,,
Fulmer,Michael Joseph,605242,"Fulmer Michael",13218,DET,1,1,1,1,6.000000,0,0,0,,,
Zunino,Mike Accorsi,572287,"Zunino Mike",13265,SEA,1,2,6,5,45.200000,,,,0,0,3.94
Stripling,Ross Ross,548389,"Stripling Ross",13273,LAN,1,1,2,0,3.100000,0,0,0,,,
Rickard,Joey Mark,572073,"Rickard Joey",13277,BAL,1,7,4,1,18.000000,2,1,1,,,
Hahn,Jesse Allen,534910,"Hahn Jesse",13287,OAK,1,1,1,0,6.000000,0,0,1,,,
Coulombe,Daniel Paul,543056,"Coulombe Daniel",13293,OAK,1,1,2,0,3.000000,0,0,0,,,
Pazos,James Manuel,572021,"Pazos James",13323,SEA,1,1,4,0,4.200000,0,0,0,,,
Lamb,Jacob Ryan,571875,"Lamb Jake",13329,ARI,1,5,7,7,63.000000,7,3,1,,,
Narvaez,Omar David,553882,"Narvaez Omar",13338,CHA,1,2,2,2,16.000000,,,,0,0,4.50
Naquin,Tyler Wesley,571980,"Naquin Tyler",13359,CLE,1,8,5,3,28.100000,1,0,3,,,
Bedrosian,Cam Rock,592135,"Bedrosian Cam",13360,LAA,1,1,2,0,2.200000,0,0,0,,,
Piscotty,Stephen,572039,"Piscotty Stephen",13367,STL,1,9,4,3,26.200000,10,2,2,,,
Toles,Alvin Andrew,592808,"Toles Andrew",13414,LAN,1,7,4,4,27.000000,3,0,3,,,
Toles,Alvin Andrew,592808,"Toles Andrew",13414,LAN,1,8,3,0,5.000000,1,0,0,,,
Stroman,Marcus,573186,"Stroman Marcus",13431,TOR,1,1,1,1,6.100000,0,0,2,,,
Morin,Michael William,573046,"Morin Mike",13442,LAA,1,1,1,0,2.200000,,,,,,
Rogers,Taylor Allen,573124,"Rogers Taylor",13449,MIN,1,1,3,0,2.000000,0,0,0,,,
Norris,Daniel David,596057,"Norris Daniel",13475,DET,1,1,1,1,6.100000,0,0,0,,,
Tuivailala,Samuel,592815,"Tuivailala Samuel",13485,STL,1,1,3,0,3.000000,0,0,0,,,
Ramirez,Jose,608070,"Ramirez Jose",13510,CLE,1,4,6,6,51.000000,7,2,0,,,
Bowman,Matthew Chou,621199,"Bowman Matt",13528,STL,1,1,3,0,2.200000,0,0,1,,,
Triggs,Andrew Austin,592811,"Triggs Andrew",13533,OAK,1,1,1,1,5.200000,0,0,0,,,
Snell,Blake,605483,"Snell Blake",13543,TB,1,1,1,1,6.200000,0,0,1,,,
Haley,Justin,595234,"Haley Justin",13572,MIN,1,1,2,0,4.200000,0,0,0,,,
Peraza,Jose Francisco,606299,"Peraza Jose",13593,CIN,1,4,5,5,41.000000,12,0,1,,,
Peraza,Jose Francisco,606299,"Peraza Jose",13593,CIN,1,6,1,0,2.000000,2,0,0,,,
Stephenson,Robert William,596112,"Stephenson Robert",13594,CIN,1,1,1,0,1.200000,0,0,0,,,
Edwards Jr.,Carl Fleming,605218,"Edwards Jr. Carl",13607,CHN,1,1,3,0,2.200000,,,,,,
Smith,Mallex Lydell,605480,"Smith Mallex",13608,TB,1,7,5,5,47.000000,2,0,5,,,
Betts,Markus Lynn,605141,"Betts Mookie",13611,BOS,1,9,2,2,18.000000,1,0,1,,,
Seager,Corey Drew,608369,"Seager Corey",13624,LAN,1,6,7,6,53.000000,9,3,8,,,
Cotton,Jharel Leandre,605194,"Cotton Jharel",13654,OAK,1,1,1,1,4.100000,0,0,0,,,
Gsellman,Robert John,607229,"Gsellman Robert",13696,NYN,1,1,2,1,6.000000,0,0,1,,,
Barraclough,Kyle David,607457,"Barraclough Kyle",13713,MIA,1,1,3,0,3.000000,0,0,0,,,
Duffey,Tyler Blinn,608648,"Duffey Tyler",13758,MIN,1,1,2,0,3.000000,0,0,0,,,
Leone,Dominic Joseph,608678,"Leone Dominic",13763,TOR,1,1,1,0,2.200000,,,,,,
Jankowski,Travis Paul,608671,"Jankowski Travis",13768,SD,1,7,7,6,52.000000,12,2,1,,,
Mondesi,Adalberto Adalberto,609275,"Mondesi Raul",13769,KC,1,4,6,5,46.000000,12,6,2,,,
Garcia,Adonis,611177,"Garcia Adonis",13777,ATL,1,5,6,6,49.100000,14,4,1,,,
Wood,Alex Alexander,622072,"Wood Alex",13781,LAN,1,1,1,0,2.000000,,,,,,
Strahm,Matt Scott,621381,"Strahm Matt",13799,KC,1,1,3,0,1.100000,0,0,0,,,
Travis,Devon Anthony,581527,"Travis Devon",13862,TOR,1,4,5,5,45.100000,10,2,0,,,
Sewald,Paul Stanton,623149,"Sewald Paul",13892,NYN,1,1,1,0,0.100000,0,0,0,,,
Kivlehan,Pat Anthony,623182,"Kivlehan Patrick",13910,CIN,1,3,1,0,2.100000,1,0,1,,,
Kivlehan,Pat Anthony,623182,"Kivlehan Patrick",13910,CIN,1,9,2,1,8.200000,0,0,0,,,
Oberg,Scott Michael,623184,"Oberg Scott",13911,COL,1,1,3,0,3.000000,0,0,0,,,
Suter,Brent,608718,"Suter Brent",13942,MIL,1,1,3,0,3.100000,0,0,2,,,
Dull,Ryan Christopher,623430,"Dull Ryan",13974,OAK,1,1,2,0,2.000000,0,0,0,,,
Hauschild,Michael,623434,"Hauschild Mike",14033,TEX,1,1,1,0,1.000000,0,0,0,,,
Wacha,Michael,608379,"Wacha Michael",14078,STL,1,1,1,1,6.000000,0,0,1,,,
Ynoa,Michael Jose,573589,"Ynoa Michael",14093,CHA,1,1,2,0,3.000000,0,0,1,,,
Russell,Addison,608365,"Russell Addison",14106,CHN,1,6,6,6,55.000000,10,0,2,,,
Gausman,Kevin John,592332,"Gausman Kevin",14107,BAL,1,1,2,2,10.000000,0,0,2,,,
Almora,Albert,546991,"Almora Albert",14109,CHN,1,7,1,0,0.100000,,,,,,
Almora,Albert,546991,"Almora Albert",14109,CHN,1,8,2,2,18.000000,3,0,2,,,
McCullers,Lance,621121,"McCullers Lance",14120,HOU,1,1,2,2,13.000000,0,0,1,,,
Gallo,Joey Nicholas,608336,"Gallo Joey",14128,TEX,1,5,6,6,54.000000,8,3,1,,,
Bird,Gregory Paul,595885,"Bird Gregory",14131,NYA,1,3,4,4,33.000000,7,3,0,,,
Robertson,Daniel Ray,621002,"Robertson Daniel",14145,TB,1,6,2,1,10.000000,5,0,2,,,
Buxton,Byron Keion,621439,"Buxton Byron",14161,MIN,1,8,6,6,53.000000,17,0,6,,,
Correa,Carlos Javier,621043,"Correa Carlos",14162,HOU,1,6,7,7,70.000000,12,2,4,,,
Puig,Yasiel,624577,"Puig Yasiel",14225,LAN,1,9,7,7,61.000000,8,1,4,,,
Alvarez,Dario Rafael,516714,"Alvarez Dario",14239,TEX,1,1,2,0,1.000000,0,0,0,,,
Haniger,Mitch,571745,"Haniger Mitch",14274,SEA,1,9,7,7,62.100000,13,0,2,,,
Peralta,Wandy Luis,593974,"Peralta Wandy",14295,CIN,1,1,2,0,2.100000,,,,,,
Montas,Francelis,593423,"Montas Frankie",14309,OAK,1,1,2,0,4.100000,0,0,1,,,
Difo,Wilmer Francisco,594694,"Difo Wilmer",14320,WAS,1,6,1,1,8.000000,3,1,0,,,
Blach,Ty Michael,621389,"Blach Ty",14361,SF,1,1,2,0,1.200000,0,0,1,,,
Garrett,Amir,607237,"Garrett Amir",14375,CIN,1,1,1,1,6.000000,0,0,0,,,
Ryu,Hyun-Jin,547943,"Ryu Hyun-Jin",14444,LAN,1,1,1,1,4.200000,0,0,0,,,
Conley,Adam,543045,"Conley Adam",14457,MIA,1,1,1,1,5.000000,,,,,,
Leclerc,Jose Ramon,600917,"Leclerc Jose",14524,TEX,1,1,3,0,3.200000,0,0,0,,,
Estevez,Carlos Samuel,608032,"Estevez Carlos",14542,COL,1,1,4,0,3.100000,0,0,0,,,
Mazara,Nomar Shamir,608577,"Mazara Nomar",14553,TEX,1,7,1,1,7.000000,2,0,1,,,
Mazara,Nomar Shamir,608577,"Mazara Nomar",14553,TEX,1,9,6,5,47.000000,13,1,1,,,
Gustave,Jandel Francisco,594311,"Gustave Jandel",14665,HOU,1,1,2,0,1.200000,0,0,0,,,
Perdomo,Luis David,606131,"Perdomo Luis",14682,SD,1,1,1,1,5.100000,0,0,2,,,
Diaz,Edwin Orlando,621242,"Diaz Edwin",14710,SEA,1,1,3,0,3.200000,0,0,0,,,
Margot,Manuel,622534,"Margot Manuel",14712,SD,1,8,7,7,60.000000,15,1,2,,,
Astin,Barrett,592120,"Astin Barrett",14812,CIN,1,1,1,0,0.100000,,,,,,
Jones,JaCoby Mylon,592444,"Jones JaCoby",14818,DET,1,8,4,4,35.000000,7,0,7,,,
Lorenzen,Michael Clifton,547179,"Lorenzen Michael",14843,CIN,1,1,3,0,3.000000,0,0,0,,,
May,Jacob Alexander,594576,"May Jacob",14876,CHA,1,8,5,4,38.000000,6,0,4,,,
Gray,Jonathan Charles,592351,"Gray Jon",14916,COL,1,1,2,2,9.100000,0,0,1,,,
Knapp,Andrew,595284,"Knapp Andrew",14942,PHI,1,2,2,2,17.000000,,,,0,0,5.29
Torres,Jose Marcos,600526,"Torres Jose",14957,SD,1,1,4,0,4.100000,0,0,0,,,
Davis,William Theron,606959,"Davis Rookie",14962,CIN,1,1,1,1,3.000000,0,0,0,,,
Kuhl,Chad Michael,641771,"Kuhl Chad",14975,PIT,1,1,1,1,5.000000,0,0,0,,,
Knebel,Corey Andrew,608349,"Knebel Corey",15010,MIL,1,1,4,0,3.200000,0,0,1,,,
De Jong,Chase Louis,608328,"De Jong Chase",15036,SEA,1,1,1,0,0.200000,0,0,1,,,
Mancini,Trey Anthony,641820,"Mancini Trey",15149,BAL,1,9,1,1,7.000000,2,0,0,,,
Anderson,Tim,641313,"Anderson Tim",15172,CHA,1,6,5,5,45.000000,5,0,4,,,
Turner,Stuart Stuart,642156,"Turner Stuart",15207,CIN,1,2,2,2,18.000000,,,,0,0,2.00
Frazier,Adam Timothy,624428,"Frazier Adam",15223,PIT,1,4,2,1,11.000000,8,1,0,,,
Frazier,Adam Timothy,624428,"Frazier Adam",15223,PIT,1,5,1,1,8.000000,4,1,1,,,
Frazier,Adam Timothy,624428,"Frazier Adam",15223,PIT,1,7,1,1,8.000000,2,1,3,,,
Reed,Cody,642003,"Reed Cody",15232,CIN,1,1,1,0,2.000000,,,,,,
Pruitt,Austin Daniel,643493,"Pruitt Austin",15290,TB,1,1,3,0,1.200000,0,0,0,,,
Hart,Donnie Scott,643354,"Hart Donnie",15306,BAL,1,1,2,0,1.000000,0,0,0,,,
Bryant,Kris,592178,"Bryant Kris",15429,CHN,1,5,6,6,55.000000,10,0,4,,,
Boyd,Matt,571510,"Boyd Matt",15440,DET,1,1,1,1,2.100000,0,0,0,,,
Healy,Ryon Cristopher,592387,"Healy Ryon",15447,OAK,1,3,2,2,14.000000,3,1,1,,,
Healy,Ryon Cristopher,592387,"Healy Ryon",15447,OAK,1,5,2,2,18.000000,6,0,1,,,
Renfroe,Hunter Hunter,592669,"Renfroe Hunter",15464,SD,1,9,7,7,60.000000,13,0,1,,,
Senzatela,Antonio,622608,"Senzatela Antonio",15488,COL,1,1,1,1,5.000000,0,0,0,,,
Graveman,Kendall,608665,"Graveman Kendall",15514,OAK,1,1,2,2,13.000000,0,0,2,,,
Wittgren,Nick James,621295,"Wittgren Nick",15594,MIA,1,1,2,0,3.200000,0,0,0,,,
Overton,Dillon Ray,592614,"Overton Dillon",15627,SEA,1,1,1,0,1.000000,0,0,0,,,
Judge,Aaron James,592450,"Judge Aaron",15640,NYA,1,9,5,5,42.000000,7,1,3,,,
Abreu,Jose Dariel,547989,"Abreu Jose",15676,CHA,1,3,5,5,45.000000,9,3,0,,,
Cordoba,Allen Octavio,642707,"Cordoba Allen",15722,SD,1,6,2,1,8.000000,2,0,0,,,
Tanaka,Masahiro,547888,"Tanaka Masahiro",15764,NYA,1,1,2,2,7.200000,0,0,1,,,
Manaea,Sean,640455,"Manaea Sean",15873,OAK,1,1,2,2,11.100000,0,0,0,,,
Severino,Luis,622663,"Severino Luis",15890,NYA,1,1,1,1,5.000000,0,0,1,,,
Torrens,Luis Alfonso,620443,"Torrens Luis",15905,SD,1,2,2,0,3.200000,,,,0,0,4.91
Diaz,Aledmys,649557,"Diaz Aledmys",15937,STL,1,6,6,6,54.000000,5,0,0,,,
Ramos,Edubray Eduar,591693,"Ramos Edubray",16086,PHI,1,1,3,0,3.200000,0,0,1,,,
Nola,Aaron Michael,605400,"Nola Aaron",16149,PHI,1,1,1,1,6.000000,0,0,0,,,
Finnegan,Brandon,605232,"Finnegan Brandon",16208,CIN,1,1,1,1,7.000000,0,0,0,,,
Turner,Trea Vance,607208,"Turner Trea",16252,WAS,1,6,4,4,37.000000,15,4,5,,,
Freeland,Kyle,607536,"Freeland Kyle",16256,COL,1,1,1,1,6.000000,0,0,1,,,
Conforto,Michael Thomas,624424,"Conforto Michael",16376,NYN,1,8,1,1,9.000000,1,0,0,,,
Schwarber,Kyle Joseph,656941,"Schwarber Kyle",16478,CHN,1,3,1,0,0.000000,,,,,,
Schwarber,Kyle Joseph,656941,"Schwarber Kyle",16478,CHN,1,7,6,6,50.000000,9,1,4,,,
Altavilla,Dan,656186,"Altavilla Dan",16507,SEA,1,1,4,0,3.000000,0,0,0,,,
Diaz,Yandy,650490,"Diaz Yandy",16578,CLE,1,5,6,6,48.000000,11,4,1,,,
Holder,Jonathan,656547,"Holder Jonathan",16588,NYA,1,1,4,0,3.000000,0,0,0,,,
Williams,Trevor Anthony,592866,"Williams Trevor",16977,PIT,1,1,1,0,2.000000,0,0,0,,,
Iglesias,Raisel,628452,"Iglesias Raisel",17130,CIN,1,1,3,0,4.000000,0,0,0,,,
Tomas,Yasmany,630111,"Tomas Yasmany",17171,ARI,1,7,5,5,42.000000,7,0,1,,,
Miranda,Ariel,664641,"Miranda Ariel",17526,SEA,1,1,1,1,5.000000,0,0,0,,,
Bregman,Alex David,608324,"Bregman Alex",17678,HOU,1,5,6,6,61.000000,15,4,1,,,
Glover,Koda James,606983,"Glover Koda",17695,WAS,1,1,3,0,2.200000,0,0,0,,,
Benintendi,Andrew,643217,"Benintendi Andrew",17901,BOS,1,7,5,5,44.000000,6,1,2,,,
Benintendi,Andrew,643217,"Benintendi Andrew",17901,BOS,1,8,1,0,2.000000,0,0,0,,,
Taylor,Ben,664701,"Taylor Ben",18114,BOS,1,1,2,0,1.200000,,,,,,
Swanson,Dansby Dansby,621020,"Swanson Dansby",18314,ATL,1,6,6,6,53.000000,15,5,4,,,
Maeda,Kenta,628317,"Maeda Kenta",18498,LAN,1,1,2,2,10.000000,0,0,0,,,
Kim,Hyun Soo,547957,"Kim Hyun Soo",18718,BAL,1,7,3,3,20.000000,4,0,1,,,
Oh,Seung Hwan,493200,"Oh Seung Hwan",18719,STL,1,1,2,0,2.200000,0,0,0,,,
Heredia,Guillermo,628338,"Heredia Guillermo",18721,SEA,1,7,1,1,8.000000,1,1,0,,,
Diaz,Miguel,622766,"Diaz Miguel",18815,SD,1,1,3,0,2.100000,,,,,,
Gurriel,Yulieski,493329,"Gurriel Yulieski",19198,HOU,1,3,6,5,49.000000,15,0,1,,,
Granite,Zach Thomas,643335,"Granite Zach",15343,MIN,,,0,,,,,,,,
Wilson,Kenneth,543932,"Wilson Kenny",6807,MIA,,,0,,,,,,,,
Valera,Breyvic Jose,591971,"Valera Breyvic",12758,STL,,,0,,,,,,,,
Nessy,Santiago Alejandro,574888,"Nessy Santiago",13090,NYA,,,0,,,,,,,,
Kelly,Dalton,665138,"Kelly Dalton",18709,TB,,,0,,,,,,,,
German,Domingo,593334,"German Domingo",17149,NYA,,,0,,,,,,,,
Leonard,Patrick Thomas,596018,"Leonard Patrick",13591,TB,,,0,,,,,,,,
Sappington,Mark Joseph,621212,"Sappington Mark",13783,TB,,,0,,,,,,,,
Dykstra,James Andrew,571638,"Dykstra James",14842,TEX,,,0,,,,,,,,
Evans,Zane Christopher,641558,"Evans Zane",15088,KC,,,0,,,,,,,,
Swanner,William Thomas,592787,"Swanner Will",11390,COL,,,0,,,,,,,,
Davidson,Braxton Cain Thomas,656352,"Davidson Braxton",16940,ATL,,,0,,,,,,,,
Jimenez,Joe Alexander,641729,"Jimenez Joe",15761,DET,,,0,,,,,,,,
Paulino,Carlos Angenis,544827,"Paulino Carlos",9618,MIN,,,0,,,,,,,,
Alcantara,Victor Alfonso,622505,"Alcantara Victor",15028,DET,,,0,,,,,,,,
Ramirez,Harold Andres,623912,"Ramirez Harold",14387,TOR,,,0,,,,,,,,
Blackburn,Paul,621112,"Blackburn Paul",14739,OAK,,,0,,,,,,,,
McGowin,Kyle Keston,641851,"McGowin Kyle",15071,WAS,,,0,,,,,,,,
McCarvel,Ryan Allen,641840,"McCarvel Ryan Allen",17776,STL,,,0,,,,,,,,
Martinson,Jason Robert,592535,"Martinson Jason",10829,WAS,,,0,,,,,,,,
Johnson,Sherman Lee,582473,"Johnson Sherman",13906,LAA,,,0,,,,,,,,
DePew,Jake,592259,"DePew Jake",12134,TB,,,0,,,,,,,,
Stanek,Ryne Thomas,592773,"Stanek Ryne",15947,TB,,,0,,,,,,,,
Lee,Nicholas,595297,"Lee Nick",13571,WAS,,,0,,,,,,,,
Miller,Brian Adam,657686,"Miller Brian",16880,TB,,,0,,,,,,,,
Gregorio,Joan,593340,"Gregorio Joan",13534,SF,,,0,,,,,,,,
Nola,Austin Kyle,543592,"Nola Austin",15941,MIA,,,0,,,,,,,,
Arroyo,Carlos Adrian,642435,"Arroyo Carlos",16027,TEX,,,0,,,,,,,,
Vieira,Thyago,600986,"Vieira Thyago",14510,SEA,,,0,,,,,,,,
Stuart,Champ Harvin,642117,"Stuart Champ",15177,NYN,,,0,,,,,,,,
Chapman,Matt James,656305,"Chapman Matt",16505,OAK,,,0,,,,,,,,
Bradford,Chasen David,607473,"Bradford Chase",12452,NYN,,,0,,,,,,,,
Goldberg,Bradley Andrew,643329,"Goldberg Brad",14776,CHA,,,0,,,,,,,,
Ramirez,Yefrey,606162,"Ramirez Yefrey",15655,NYA,,,0,,,,,,,,
Caratini,Victor Manuel,605170,"Caratini Victor",14968,CHN,,,0,,,,,,,,
McGuire,Deck Deck,592547,"McGuire Deck",11596,CIN,,,0,,,,,,,,
Davis,J.D. Gregory,605204,"Davis J.D.",16219,HOU,,,0,,,,,,,,
Basabe,Luis Alexander Alexander,642772,"Basabe Luis",17839,CHA,,,0,,,,,,,,
Seymour,Anfernee,656950,"Seymour Anfernee",18858,ATL,,,0,,,,,,,,
Reynolds,Daniel Christopher,572066,"Reynolds Danny",10746,LAA,,,0,,,,,,,,
Bernard,Wynton Allen,592144,"Bernard Wynton",13408,DET,,,0,,,,,,,,
Bass,Corey Lamar,643212,"Bass Corey Lamar",15323,MIA,,,0,,,,,,,,
Mella,Keury,622492,"Mella Keury",15964,CIN,,,0,,,,,,,,
Flemer,Matthew Austin,607343,"Flemer Matt",13697,COL,,,0,,,,,,,,
Poncedeleon,Daniel Robert,594965,"Poncedeleon Daniel",16110,STL,,,0,,,,,,,,
Newcomb,Sean William,656794,"Newcomb Sean",16943,ATL,,,0,,,,,,,,
Field,Johnny David,608654,"Field Johnny",15048,TB,,,0,,,,,,,,
Nottingham,Jacob Andrew,641924,"Nottingham Jacob",16448,MIL,,,0,,,,,,,,
Perez,Angel Apolinar,642471,"Perez Angel",17467,TB,,,0,,,,,,,,
Rodriguez,Jonathan,572088,"Rodriguez Jonathan",9993,STL,,,0,,,,,,,,
Almonte,Yency,622075,"Almonte Yency",15068,COL,,,0,,,,,,,,
Wood,Hunter Blake,621056,"Wood Hunter",15091,TB,,,0,,,,,,,,
Tate,Dillon Michael,622253,"Tate Dillon",17796,NYA,,,0,,,,,,,,
Blackburn,Clayton,607185,"Blackburn Clayton",13196,SF,,,0,,,,,,,,
Mesa,Narciso Bienvenido,593823,"Mesa Narciso",13219,LAN,,,0,,,,,,,,
Duncan,Frank Ekquist,641538,"Duncan Frank",16465,ARI,,,0,,,,,,,,
Nina,Aroni Jose,542664,"Nina Aroni",5994,KC,,,0,,,,,,,,
Dean,Matt Christopher,605205,"Dean Matt",13488,TOR,,,0,,,,,,,,
Molina,Marcos Eiffer,622506,"Molina Marcos",16322,NYN,,,0,,,,,,,,
Woodward,Trent James,657139,"Woodward Trent",16677,HOU,,,0,,,,,,,,
Basabe,Luis Alejandro,642773,"Basabe Luis Alejandro",18835,ARI,,,0,,,,,,,,
McGee,Stephen James,643440,"McGee Stephen",15738,LAA,,,0,,,,,,,,
Taveras,German Luis,608115,"Taveras German",16236,BOS,,,0,,,,,,,,
Casteel,Ryan Alexander,592205,"Casteel Ryan",10869,SEA,,,0,,,,,,,,
Franco,JJ James,595210,"Franco JJ James",17241,CHA,,,0,,,,,,,,
Odom,Joseph Caleb,641929,"Odom Joseph",15535,ATL,,,0,,,,,,,,
Garcia,Silfredo Abraham,591688,"Garcia Silfredo",13520,STL,,,0,,,,,,,,
Bartsch,Kyle,641339,"Bartsch Kyle",15180,KC,,,0,,,,,,,,
Riddle,J.T. Travis,595375,"Riddle J.T.",17642,MIA,,,0,,,,,,,,
Williams,Nick Nicholas,608384,"Williams Nick",14330,PHI,,,0,,,,,,,,
Castillo,Diego,650895,"Castillo Diego",17496,TB,,,0,,,,,,,,
Wass,Wade Thomas,621528,"Wass Wade",16345,LAA,,,0,,,,,,,,
Garcia,Willy Camilo,591994,"Garcia Willy",12956,CHA,,,0,,,,,,,,
Diaz,Victor,661413,"Diaz Victor",18870,CHA,,,0,,,,,,,,
Meneses,Heiker Albert,542344,"Meneses Heiker",11831,MIN,,,0,,,,,,,,
Jemiola,Zach Michel,621106,"Jemiola Zach",13746,COL,,,0,,,,,,,,
Covey,Dylan Charles,592229,"Covey Dylan",14825,CHA,,,0,,,,,,,,
Marmolejos,Jose Ramon,592530,"Marmolejos Jose",15767,WAS,,,0,,,,,,,,
Rosario,Amed Amed,642708,"Rosario Amed",15518,NYN,,,0,,,,,,,,
Kleven,Colin,571857,"Kleven Colin",12558,CHA,,,0,,,,,,,,
Alvarez,Eliezer,608421,"Alvarez Eliezer",17015,STL,,,0,,,,,,,,
Jones,Zach James,572958,"Jones Zach",13434,MIN,,,0,,,,,,,,
Enns,Dietrich,608650,"Enns Dietrich",13932,NYA,,,0,,,,,,,,
Pfeifer,Philip James,547177,"Pfeifer Philip",18303,ATL,,,0,,,,,,,,
Gonzalez,Alfredo Rene,554054,"Gonzalez Alfredo",14267,CHA,,,0,,,,,,,,
Sparkman,Glenn Michael,642098,"Sparkman Glenn",15200,TOR,,,0,,,,,,,,
Coonrod,Samuel,656322,"Coonrod Sam",17264,SF,,,0,,,,,,,,
Hawkins,Courtney James,621445,"Hawkins Courtney",13494,CHA,,,0,,,,,,,,
Urena,Richard,620446,"Urena Richard",16411,TOR,,,0,,,,,,,,
Gomez,Miguel Angel,622497,"Gomez Miguel",17075,SF,,,0,,,,,,,,
Arroyo,Christian Israel,624414,"Arroyo Christian",16434,SF,,,0,,,,,,,,
Fowler,Dustin Ryan,641583,"Fowler Dustin",17098,NYA,,,0,,,,,,,,
De La Cruz,Maikis,606120,"De La Cruz Maikis",13640,NYN,,,0,,,,,,,,
Martin,Josh,607294,"Martin Josh",13703,CLE,,,0,,,,,,,,
Moll,Sam John,594580,"Moll Sam",14874,COL,,,0,,,,,,,,
Mitchell,James Alexander,654786,"Mitchell James",17971,TB,,,0,,,,,,,,
Tago,Peter Clem,547185,"Tago Peter",11433,CHA,,,0,,,,,,,,
Webb,Tyler Tyler,643778,"Webb Tyler",14974,NYA,,,0,,,,,,,,
O'Dowd,Chris Kelley,573069,"O'Dowd Chris",13454,CHA,,,0,,,,,,,,
Avila,Pedro,658648,"Avila Pedro",18864,SD,,,0,,,,,,,,
Lara,Braulio Armando,542316,"Lara Braulio",9026,SF,,,0,,,,,,,,
Buckel,Cody J.,547182,"Buckel Cody",11751,LAA,,,0,,,,,,,,
Fried,Max Dorian,608331,"Fried Max Dorian",13743,ATL,,,0,,,,,,,,
Cuevas,Noel,571595,"Cuevas Noel",11894,COL,,,0,,,,,,,,
Smith,Gage Gage,657763,"Smith Gage",16849,MIL,,,0,,,,,,,,
Lopez,Yoan,661255,"Lopez Yoan",17181,ARI,,,0,,,,,,,,
Ross,Ty Matthew,592698,"Ross Ty",15452,SF,,,0,,,,,,,,
Markel,Parker Michael,571917,"Markel Parker",12106,TB,,,0,,,,,,,,
Yarbrough,Alex Wyatt,608730,"Yarbrough Alex",13766,LAA,,,0,,,,,,,,
Berti,Jonathon David,542932,"Berti Jon",12037,TOR,,,0,,,,,,,,
DeLoach,Tyler Clay,621413,"DeLoach Tyler",13786,LAA,,,0,,,,,,,,
Pizzano,Dario,623188,"Pizzano Dario",13915,SEA,,,0,,,,,,,,
Moroff,Max Anthony,621559,"Moroff Max",14556,PIT,,,0,,,,,,,,
Wallach,Chad Arthur,595453,"Wallach Chad",17161,CIN,,,0,,,,,,,,
Powell,Boog Mack,621471,"Powell Boog",15103,SEA,,,0,,,,,,,,
Hannemann,Jacob Howard,595238,"Hannemann Jacob",15644,CHN,,,0,,,,,,,,
Crick,Kyle Daniel,605195,"Crick Kyle",13182,SF,,,0,,,,,,,,
Ngoepe,Gift Gift,547912,"Ngoepe Gift",10340,PIT,,,0,,,,,,,,
Mader,Michael,641814,"Mader Michael",18830,ATL,,,0,,,,,,,,
Selman,Sam Ayres,572125,"Selman Sam",13397,KC,,,0,,,,,,,,
Glenn,Alex Alexander,571713,"Glenn Alex",14084,MIA,,,0,,,,,,,,
Santos,Michael,622400,"Santos Michael",18329,TB,,,0,,,,,,,,
Britton,Buck,542970,"Britton Buck",6287,MIN,,,0,,,,,,,,
Gallegos,Giovanny,606149,"Gallegos Giovanny",14986,NYA,,,0,,,,,,,,
Ortiz,Danny,543611,"Ortiz Danny",10317,PIT,,,0,,,,,,,,
Vielma,Engelb,622713,"Vielma Engelb",15481,MIN,,,0,,,,,,,,
Fields,Roemon,605231,"Fields Roemon",16168,TOR,,,0,,,,,,,,
Ramsey,James,607256,"Ramsey James",13689,LAN,,,0,,,,,,,,
Tarpley,Stephen Nicholas,605501,"Tarpley Stephen",15859,NYA,,,0,,,,,,,,
