GameDate,FirstName,LastName,Team,LW,,,,,,,,,PA,AB,R,H,1B,2B,3B,HR,RBI,SAC,SF,HBP,BB,K,SB,CS,GIDP,HFC,GB,FB,LD,POPU,BH,IFH,OUTS,,,,,,,,
4/25/2016,Mallex,Smith,PIT,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,,
4/22/2016,Andrew,Cashner,SD,0.14,,,,,,,,,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,
4/23/2016,Jose,Pirela,SD,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,2,,,,,,,,
4/8/2016,Colin,Rea,SD,0.08,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,1,,,,,,,,
4/24/2016,Adam,Rosales,SD,-0.65,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2,,,,,,,,
4/21/2016,James,Shields,SD,-0.18,,,,,,,,,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,,,,,,,,
4/9/2016,Yangervis Alfredo,Solarte,SD,0.79,,,,,,,,,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,,,,,,,,
4/19/2016,Cory Joseph,Spangenberg,SD,0.79,,,,,,,,,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,
4/5/2016,Melvin,Upton Jr.,SD,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,,
4/29/2016,Cesar,Vargas,SD,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,,
4/5/2016,Franklin,Gutierrez,SEA,-0.65,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2,,,,,,,,
4/9/2016,Franklin,Gutierrez,SEA,-0.25,,,,,,,,,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,,0,1,,,,,,,,
4/11/2016,Franklin,Gutierrez,SEA,0.14,,,,,,,,,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,1,,,,,,,,
4/21/2016,Franklin,Gutierrez,SEA,0.66,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,
4/5/2016,Dae-Ho,Lee,SEA,-0.96,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,2,,,,,,,,
4/9/2016,Dae-Ho,Lee,SEA,0.08,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,1,,,,,,,,
4/23/2016,Dae-Ho,Lee,SEA,0.01,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,1,,,,,,,,
4/23/2016,Adam,Lind,SEA,0.92,,,,,,,,,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,,,,,,,,
4/4/2016,Leonys,Martin,SEA,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,,
4/6/2016,Sean,Rodriguez,SEA,1.13,,,,,,,,,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,,,,,,,,
4/26/2016,Sean,Rodriguez,SEA,-0.65,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2,,,,,,,,
4/5/2016,Luis Alexander,Sardinas,SEA,1.08,,,,,,,,,2,2,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,1,,,,,,,,
4/11/2016,Luis Alexander,Sardinas,SEA,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,,
4/9/2016,Garry,Smith,SEA,-0.50,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,2,,,,,,,,
4/11/2016,Garry,Smith,SEA,-0.50,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,2,,,,,,,,
4/14/2016,Ehire Enrique,Adrianza,SF,0.55,,,,,,,,,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,1,,,,,,,,
4/4/2016,Gregor,BLADco,SF,0.21,,,,,,,,,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,1,,,,,,,,
4/27/2016,Gregor,Blanco,SF,0.79,,,,,,,,,2,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,0,,,,,,,,
4/30/2016,Matthew,Cain,SF,-0.65,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2,,,,,,,,
4/29/2016,Conor,Gillaspie,SF,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,0,2,,,,,,,,
4/29/2016,Buster,Posey,SF,0.21,,,,,,,,,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,1,,,,,,,,
4/29/2016,Kelby,Tomlinson,SF,0.08,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,1,,,,,,,,
4/9/2016,Matthew James,Adams,STL,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,2,,,,,,,,
4/10/2016,Matthew James,Adams,STL,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,2,,,,,,,,
4/26/2016,Matthew,Adams,STL,-0.25,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,1,,,,,,,,
4/19/2016,Aledmys,Diaz,STL,0.08,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,,,,,,,,
4/30/2016,Aledmys,Diaz,STL,0.21,,,,,,,,,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,0,1,,,,,,,,
4/6/2016,Greg,Garcia,STL,0.48,,,,,,,,,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,1,,,,,,,,
4/30/2016,Jaime,Garcia,STL,-0.18,,,,,,,,,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,1,,,,,,,,
4/6/2016,Jedd Lindon,Gyorko,STL,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,2,,,,,,,,
4/23/2016,Jeremy,Hazelbaker,STL,1.15,,,,,,,,,2,2,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,1,,,,,,,,
4/25/2016,Jeremy,Hazelbaker,STL,2.42,,,,,,,,,2,2,1,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,0,,,,,,,,
4/27/2016,Jeremy,Hazelbaker,STL,-0.65,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2,,,,,,,,
4/25/2016,Matthew,Holliday,STL,0.77,,,,,,,,,2,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,1,,,,,,,,
4/29/2016,Michael,Leake,STL,-0.50,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,2,,,,,,,,
4/27/2016,Brandon,Moss,STL,0.21,,,,,,,,,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,1,,,,,,,,
4/19/2016,Ruben,Tejada,STL,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,0,2,,,,,,,,
4/28/2016,Michael,Wacha,STL,-0.65,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2,,,,,,,,
4/22/2016,Kolten Kaha,Wong,STL,0.21,,,,,,,,,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,0,1,,,,,,,,
4/30/2016,Kolten,Wong,STL,0.14,,,,,,,,,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,1,,,,,,,,
4/25/2016,Timothy,Beckham,TB,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,2,,,,,,,,
4/6/2016,Curtis Michael,Casali,TB,-0.50,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,0,2,,,,,,,,
4/9/2016,Robinson,Chirinos,TEX,-0.50,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,2,,,,,,,,
4/9/2016,John Bryan,Holaday,TEX,0.55,,,,,,,,,2,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,1,,,,,,,,
4/18/2016,Ezequiel,Carrera,TOR,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,0,2,,,,,,,,
4/15/2016,Joshua,Thole,TOR,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,2,,,,,,,,
4/22/2016,Joshua,Thole,TOR,0.08,,,,,,,,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,0,1,,,,,,,,
4/12/2016,Giovany,Gonzalez,WAS,0.61,,,,,,,,,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,,,,,,,,
4/20/2016,Chris,Heisey,WAS,-0.65,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2,,,,,,,,
4/4/2016,Ben Daniel,Revere,WAS,-0.57,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,,
4/28/2016,Tanner,Roark,WAS,-0.65,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,0,2,,,,,,,,
4/26/2016,Max,Scherzer,WAS,0.21,,,,,,,,,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,1,,,,,,,,
4/17/2016,Michael Anthony,Taylor,WAS,-0.50,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0,2,,,,,,,,
4/20/2016,Jayson,Werth,WAS,0.14,,,,,,,,,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,0,1,,,,,,,,
