GameDate,FirstName,LastName,Team,LW,,,,,,,,,PA,AB,R,H,1B,2B,3B,HR,RBI,SAC,SF,HBP,BB,K,SB,CS,GIDP,HFC,GB,FB,LD,POPU,BH,IFH,OUTS,,,,,,,
4/26/2016,Chase,Utley,LAN,-0.09,,,,,,,,,5,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,2,,0,3,,,,,,,
4/29/2016,Chase,Utley,LAN,-1.47,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,,0,5,,,,,,,
4/30/2016,Chase,Utley,LAN,0.65,,,,,,,,,4,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,2,0,1,,0,3,,,,,,,
4/30/2016,Justin,Bour,MIA,-0.11,,,,,,,,,5,4,0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/30/2016,Wei-Yin,Chen,MIA,-0.68,,,,,,,,,4,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/29/2016,Adam,Conley,MIA,-0.43,,,,,,,,,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/12/2016,Derek Richard,Dietrich,MIA,0.94,,,,,,,,,3,3,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,1,,,,,,,
4/20/2016,Derek Richard,Dietrich,MIA,1.48,,,,,,,,,3,2,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,,0,1,,,,,,,
4/21/2016,Derek Richard,Dietrich,MIA,0.34,,,,,,,,,3,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,1,,,,,,,
4/22/2016,Derek Richard,Dietrich,MIA,-1.53,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,1,,0,4,,,,,,,
4/23/2016,Derek,Dietrich,MIA,0.30,,,,,,,,,3,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,,0,2,,,,,,,
4/25/2016,Derek,Dietrich,MIA,1.23,,,,,,,,,3,3,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,,0,1,,,,,,,
4/29/2016,Derek,Dietrich,MIA,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,,0,3,,,,,,,
4/30/2016,Derek,Dietrich,MIA,0.58,,,,,,,,,6,5,1,1,0,0,0,1,2,0,0,0,1,2,0,0,0,0,2,1,0,0,,0,4,,,,,,,
4/30/2016,Adeiny,Hechavarria,MIA,2.53,,,,,,,,,5,5,1,4,3,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,2,0,,0,1,,,,,,,
4/12/2016,Jeffery,Mathis,MIA,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/29/2016,Jeffery,Mathis,MIA,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,,0,4,,,,,,,
4/30/2016,Marcell,Ozuna,MIA,1.29,,,,,,,,,6,5,2,2,1,0,0,1,1,0,0,0,1,2,0,0,0,0,1,2,0,0,,1,3,,,,,,,
4/30/2016,Martin,Prado,MIA,0.43,,,,,,,,,6,5,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,,1,3,,,,,,,
4/30/2016,Jacob,Realmuto,MIA,0.51,,,,,,,,,5,5,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,,1,3,,,,,,,
4/26/2016,Miguel,Rojas,MIA,0.30,,,,,,,,,3,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,0,2,,,,,,,
4/10/2016,Michael Cruz-Michael,Stanton,MIA,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/30/2016,Michael,Stanton,MIA,1.16,,,,,,,,,6,4,1,1,0,0,0,1,1,0,0,0,2,2,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/13/2016,Ichiro,Suzuki,MIA,0.05,,,,,,,,,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,3,,,,,,,
4/17/2016,Ichiro,Suzuki,MIA,1.55,,,,,,,,,3,2,1,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,,0,0,,,,,,,
4/21/2016,Ichiro,Suzuki,MIA,1.00,,,,,,,,,4,3,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,,0,1,,,,,,,
4/29/2016,Ichiro,Suzuki,MIA,1.05,,,,,,,,,5,4,1,2,2,0,0,0,1,0,0,0,1,0,1,0,0,0,3,1,0,0,,0,2,,,,,,,
4/10/2016,Christian S.,Yelich,MIA,1.81,,,,,,,,,4,2,1,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,,0,1,,,,,,,
4/16/2016,Christian S.,Yelich,MIA,0.49,,,,,,,,,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,,0,2,,,,,,,
4/30/2016,Christian,Yelich,MIA,0.64,,,,,,,,,6,4,0,1,0,1,0,0,1,0,0,0,2,1,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/29/2016,Ryan,Braun,MIL,-0.57,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/30/2016,Ryan,Braun,MIL,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,,0,3,,,,,,,
4/4/2016,Vernon,Carter,MIL,0.16,,,,,,,,,4,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,,0,2,,,,,,,
4/29/2016,Vernon,Carter,MIL,-0.88,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,,0,3,,,,,,,
4/30/2016,Vernon,Carter,MIL,-0.57,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/29/2016,Ramon,Flores,MIL,-0.02,,,,,,,,,4,4,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,1,0,,0,3,,,,,,,
4/30/2016,Ramon,Flores,MIL,-0.04,,,,,,,,,3,3,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,,0,2,,,,,,,
4/29/2016,Aaron,Hill,MIL,-0.82,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,0,3,,,,,,,
4/30/2016,Aaron,Hill,MIL,0.05,,,,,,,,,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,,0,3,,,,,,,
4/29/2016,Jonathan,Lucroy,MIL,-0.36,,,,,,,,,4,4,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,3,,,,,,,
4/30/2016,Jonathan,Lucroy,MIL,0.52,,,,,,,,,4,4,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,,0,2,,,,,,,
4/10/2016,Martin,Maldonado,MIL,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/14/2016,Martin,Maldonado,MIL,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/19/2016,Martin,Maldonado,MIL,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,,0,3,,,,,,,
4/24/2016,Martin,Maldonado,MIL,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,0,4,,,,,,,
4/17/2016,Kirk Robert,Nieuwenhuis,MIL,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,,0,3,,,,,,,
4/26/2016,Kirk,Nieuwenhuis,MIL,0.23,,,,,,,,,4,4,0,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,,0,2,,,,,,,
4/28/2016,Hernan,Perez,MIL,0.19,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,,0,2,,,,,,,
4/23/2016,Alexander,Presley,MIL,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,,0,4,,,,,,,
4/28/2016,Alexander,Presley,MIL,0.83,,,,,,,,,5,3,0,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,0,3,1,0,,0,2,,,,,,,
4/9/2016,Yadiel,Rivera,MIL,0.94,,,,,,,,,3,3,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,,0,1,,,,,,,
4/10/2016,Yadiel,Rivera,MIL,0.56,,,,,,,,,4,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,2,,,,,,,
4/4/2016,Domingo Alberto,Santana,MIL,0.02,,,,,,,,,5,5,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,1,,0,3,,,,,,,
4/29/2016,Domingo,Santana,MIL,-0.67,,,,,,,,,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,,0,4,,,,,,,
4/30/2016,Domingo,Santana,MIL,0.56,,,,,,,,,4,3,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,,0,2,,,,,,,
4/29/2016,Jonathan,Villar,MIL,-0.82,,,,,,,,,5,4,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,,0,4,,,,,,,
4/30/2016,Jonathan,Villar,MIL,-0.75,,,,,,,,,4,3,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/9/2016,Oswaldo Celestino,Arcia,MIN,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/15/2016,Oswaldo Celestino,Arcia,MIN,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,4,,,,,,,
4/17/2016,Oswaldo Celestino,Arcia,MIN,0.68,,,,,,,,,6,5,0,3,3,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,2,0,,0,2,,,,,,,
4/18/2016,Oswaldo Celestino,Arcia,MIN,0.35,,,,,,,,,4,4,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,,0,2,,,,,,,
4/23/2016,Oswaldo,Arcia,MIN,-0.57,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,,0,3,,,,,,,
4/30/2016,Brian,Dozier,MIN,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,,0,4,,,,,,,
4/21/2016,Eduardo Jose,Escobar,MIN,-0.03,,,,,,,,,5,4,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,1,0,,0,3,,,,,,,
4/30/2016,Eduardo,Escobar,MIN,1.13,,,,,,,,,4,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,,1,1,,,,,,,
4/13/2016,Max,Kepler,MIN,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,,0,4,,,,,,,
4/4/2016,Joe,Mauer,MIN,0.35,,,,,,,,,4,4,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,,0,2,,,,,,,
4/30/2016,Joe,Mauer,MIN,0.42,,,,,,,,,4,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,,0,2,,,,,,,
4/7/2016,John,Murphy,MIN,0.30,,,,,,,,,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,0,2,,,,,,,
4/30/2016,John,Murphy,MIN,-0.82,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,3,,,,,,,
4/30/2016,Eduardo,Nunez,MIN,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,,0,3,,,,,,,
4/24/2016,Byung-ho,Park,MIN,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/25/2016,Byung-ho,Park,MIN,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,,0,4,,,,,,,
4/30/2016,Byung-ho,Park,MIN,0.58,,,,,,,,,4,4,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,,0,3,,,,,,,
4/13/2016,Trevor,Plouffe,MIN,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,,0,3,,,,,,,
4/14/2016,Trevor,Plouffe,MIN,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,0,1,,0,4,,,,,,,
4/15/2016,Trevor,Plouffe,MIN,0.76,,,,,,,,,4,4,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,,0,2,,,,,,,
4/17/2016,Trevor,Plouffe,MIN,1.80,,,,,,,,,5,4,0,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,,0,1,,,,,,,
4/30/2016,Eddie,Rosario,MIN,-1.21,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,,0,3,,,,,,,
4/14/2016,Miguel Angel,Sano,MIN,-0.44,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,,0,3,,,,,,,
4/30/2016,Miguel,Sano,MIN,-1.22,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,,0,4,,,,,,,
4/30/2016,Daniel,Santana,MIN,-1.17,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,,0,3,,,,,,,
4/12/2016,Carlos,Beltran,NYA,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/20/2016,Carlos,Beltran,NYA,0.58,,,,,,,,,4,4,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/30/2016,Carlos,Beltran,NYA,-0.11,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,0,2,,,,,,,
4/12/2016,Starlin DeJesus,Castro,NYA,-0.49,,,,,,,,,4,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,,0,3,,,,,,,
4/20/2016,Starlin DeJesus,Castro,NYA,-0.42,,,,,,,,,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/30/2016,Starlin,Castro,NYA,-0.50,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,,0,2,,,,,,,
4/20/2016,Jacoby M,Ellsbury,NYA,0.23,,,,,,,,,4,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,2,,,,,,,
4/23/2016,Jacoby,Ellsbury,NYA,-0.29,,,,,,,,,5,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,,0,3,,,,,,,
4/30/2016,Jacoby,Ellsbury,NYA,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,,0,4,,,,,,,
4/30/2016,Brett,Gardner,NYA,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,,0,4,,,,,,,
4/30/2016,Mariekson,Gregorius,NYA,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/30/2016,Chase,Headley,NYA,-0.11,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,0,2,,,,,,,
4/30/2016,Brian,McCann,NYA,0.60,,,,,,,,,3,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,0,1,,,,,,,
4/30/2016,Alex,Rodriguez,NYA,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/12/2016,Mark,Teixeira,NYA,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,,0,4,,,,,,,
4/30/2016,Mark,Teixeira,NYA,-0.90,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,0,3,,,,,,,
4/3/2016,Asdrubal,Cabrera,NYN,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,,0,3,,,,,,,
4/30/2016,Asdrubal,Cabrera,NYN,-0.42,,,,,,,,,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/30/2016,Yoenis,Cespedes,NYN,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,2,,0,4,,,,,,,
4/30/2016,Michael,Conforto,NYN,2.41,,,,,,,,,4,4,2,3,1,1,0,1,3,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,1,,,,,,,
4/25/2016,Alejandro,De Aza,NYN,-0.44,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/27/2016,Alejandro,De Aza,NYN,0.92,,,,,,,,,5,3,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,,0,2,,,,,,,
4/30/2016,Lucas,Duda,NYN,0.93,,,,,,,,,4,3,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,,1,1,,,,,,,
4/9/2016,Wilmer Alejandro,Flores,NYN,0.09,,,,,,,,,4,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,,0,2,,,,,,,
4/11/2016,Wilmer Alejandro,Flores,NYN,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/24/2016,Wilmer,Flores,NYN,-0.82,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,,1,3,,,,,,,
4/30/2016,Wilmer,Flores,NYN,0.65,,,,,,,,,4,4,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,,0,3,,,,,,,
4/30/2016,Curtis,Granderson,NYN,-0.29,,,,,,,,,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,3,,,,,,,
4/13/2016,Juan Osvaldo,Lagares,NYN,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,,0,3,,,,,,,
4/10/2016,Kevin Jeffrey,Plawecki,NYN,-0.82,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,,0,3,,,,,,,
4/13/2016,Kevin Jeffrey,Plawecki,NYN,0.47,,,,,,,,,3,2,0,1,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,0,,0,1,,,,,,,
4/30/2016,Rene,Rivera,NYN,-0.49,,,,,,,,,4,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/8/2016,Neil,Walker,NYN,0.35,,,,,,,,,4,4,2,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,1,,0,2,,,,,,,
4/30/2016,Neil,Walker,NYN,-0.24,,,,,,,,,4,3,0,1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,1,0,,0,2,,,,,,,
4/28/2016,Yonder,Alonso,OAK,-0.24,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,0,2,,,,,,,
4/30/2016,Yonder,Alonso,OAK,0.23,,,,,,,,,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,,0,2,,,,,,,
4/12/2016,Billy John,Burns,OAK,1.60,,,,,,,,,4,3,2,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,2,1,0,0,,0,1,,,,,,,
4/30/2016,Billy,Burns,OAK,-0.29,,,,,,,,,4,4,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,,0,3,,,,,,,
4/15/2016,Christopher,Coghlan,OAK,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,,0,4,,,,,,,
4/20/2016,Christopher,Coghlan,OAK,0.31,,,,,,,,,5,4,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,2,0,0,,0,3,,,,,,,
4/21/2016,Christopher,Coghlan,OAK,0.65,,,,,,,,,4,4,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,3,,,,,,,
4/30/2016,Christopher,Coghlan,OAK,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,4,,,,,,,
4/21/2016,Covelli,Crisp,OAK,2.17,,,,,,,,,4,3,2,2,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,,0,1,,,,,,,
4/23/2016,Covelli,Crisp,OAK,0.29,,,,,,,,,4,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,,0,2,,,,,,,
4/30/2016,Covelli,Crisp,OAK,-0.75,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,3,,,,,,,
4/20/2016,Khristopher Adrian,Davis,OAK,0.27,,,,,,,,,4,4,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,,1,2,,,,,,,
4/30/2016,Khristopher,Davis,OAK,-1.07,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,4,,,,,,,
4/30/2016,Jed,Lowrie,OAK,0.29,,,,,,,,,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,,0,2,,,,,,,
4/10/2016,Joshua Aaron,Phegley,OAK,-0.19,,,,,,,,,3,3,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,,0,2,,,,,,,
4/23/2016,Joshua,Phegley,OAK,-0.04,,,,,,,,,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,,0,2,,,,,,,
4/30/2016,Joshua,Phegley,OAK,0.88,,,,,,,,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,,0,1,,,,,,,
4/4/2016,William,Reddick,OAK,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,,0,3,,,,,,,
4/30/2016,William,Reddick,OAK,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,,0,4,,,,,,,
4/20/2016,Marcus,Semien,OAK,-1.15,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,,0,4,,,,,,,
4/30/2016,Marcus,Semien,OAK,0.47,,,,,,,,,3,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,,0,1,,,,,,,
4/7/2016,Andres,Blanco,PHI,-0.74,,,,,,,,,5,4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,0,,0,4,,,,,,,
4/8/2016,Andres,Blanco,PHI,-0.44,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,,0,3,,,,,,,
4/14/2016,Andres,Blanco,PHI,0.88,,,,,,,,,3,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,,0,1,,,,,,,
4/27/2016,Peter,Bourjos,PHI,-0.36,,,,,,,,,4,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,,0,3,,,,,,,
4/30/2016,Peter,Bourjos,PHI,0.15,,,,,,,,,3,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,1,,,,,,,
4/24/2016,Emmanuel,Burriss,PHI,-0.17,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,,0,2,,,,,,,
4/27/2016,Maikel,Franco,PHI,0.22,,,,,,,,,4,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,,0,2,,,,,,,
4/30/2016,Maikel,Franco,PHI,-1.00,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,,0,4,,,,,,,
4/27/2016,Freddy,Galvis,PHI,-1.85,,,,,,,,,5,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,3,0,0,0,,0,4,,,,,,,
4/30/2016,Freddy,Galvis,PHI,1.29,,,,,,,,,4,4,1,2,1,0,0,1,3,0,0,0,0,1,0,0,0,0,1,2,0,0,,0,2,,,,,,,
4/27/2016,Jeremy,Hellickson,PHI,-0.43,,,,,,,,,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,0,2,,,,,,,
4/27/2016,Cesar,Hernandez,PHI,0.29,,,,,,,,,4,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,,0,2,,,,,,,
4/30/2016,Cesar,Hernandez,PHI,-0.17,,,,,,,,,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,,0,2,,,,,,,
4/27/2016,David,Herrera,PHI,0.62,,,,,,,,,5,3,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,,0,2,,,,,,,
4/30/2016,David,Herrera,PHI,0.42,,,,,,,,,4,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,,0,2,,,,,,,
4/30/2016,Ryan,Howard,PHI,-1.22,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,,0,4,,,,,,,
